           TimeStamp             Session           ChannelID            Polarity           Impedance               Power   DistalTemperature ProximalTemperature                   
            10084766               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10084866               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10084966               34418                   0                 UNI              98.750              20.250              54.875               0.000                   
            10085066               34418                   0                 UNI              98.750              20.250              54.875               0.000                   
            10085166               34418                   0                 UNI              99.000              20.125              55.000               0.000                   
            10085266               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10085366               34418                   0                 UNI              98.500              20.375              54.875               0.000                   
            10085466               34418                   0                 UNI              99.250              19.875              54.875               0.000                   
            10085566               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10085666               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10085766               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10085866               34418                   0                 UNI              98.750              20.500              54.875               0.000                   
            10085965               34418                   0                 UNI              98.500              19.875              54.875               0.000                   
            10086065               34418                   0                 UNI              98.500              20.750              54.875               0.000                   
            10086165               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10086265               34418                   0                 UNI              98.500              20.250              54.875               0.000                   
            10086365               34418                   0                 UNI              99.000              20.625              54.875               0.000                   
            10086465               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10086565               34418                   0                 UNI              98.500              20.125              54.875               0.000                   
            10086665               34418                   0                 UNI              98.500              20.125              54.875               0.000                   
            10086765               34418                   0                 UNI              98.750              19.875              54.875               0.000                   
            10086865               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10086965               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10087065               34418                   0                 UNI              99.000              20.625              55.000               0.000                   
            10087165               34418                   0                 UNI              98.500              20.125              54.875               0.000                   
            10087265               34418                   0                 UNI              98.750              20.375              54.875               0.000                   
            10087365               34418                   0                 UNI              98.750              19.875              54.875               0.000                   
            10087465               34418                   0                 UNI              98.500              19.875              54.875               0.000                   
            10087565               34418                   0                 UNI              98.750              20.375              55.000               0.000                   
            10087665               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10087765               34418                   0                 UNI              98.500              19.875              54.875               0.000                   
            10087865               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10087965               34418                   0                 UNI              98.750              20.375              54.875               0.000                   
            10088065               34418                   0                 UNI              99.000              20.250              54.750               0.000                   
            10088165               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10088265               34418                   0                 UNI              98.500              20.000              54.875               0.000                   
            10088365               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10088465               34418                   0                 UNI              98.250              20.625              54.875               0.000                   
            10088564               34418                   0                 UNI              98.250              20.375              54.875               0.000                   
            10088664               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10088764               34418                   0                 UNI              98.500              20.500              54.875               0.000                   
            10088864               34418                   0                 UNI              99.000              20.500              54.875               0.000                   
            10088964               34418                   0                 UNI              98.750              19.875              54.875               0.000                   
            10089064               34418                   0                 UNI              98.500              20.750              55.000               0.000                   
            10089164               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10089264               34418                   0                 UNI              98.500              20.250              54.875               0.000                   
            10089364               34418                   0                 UNI              98.500              20.125              54.875               0.000                   
            10089464               34418                   0                 UNI              99.000              20.375              55.000               0.000                   
            10089564               34418                   0                 UNI              98.500              20.625              55.000               0.000                   
            10089664               34418                   0                 UNI              98.750              20.625              55.000               0.000                   
            10089764               34418                   0                 UNI              99.000              19.750              54.875               0.000                   
            10089864               34418                   0                 UNI              98.750              20.250              55.125               0.000                   
            10089964               34418                   0                 UNI              98.500              20.500              55.000               0.000                   
            10090064               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10090164               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10090264               34418                   0                 UNI              99.000              20.000              54.875               0.000                   
            10090364               34418                   0                 UNI              99.000              19.875              55.000               0.000                   
            10090464               34418                   0                 UNI              98.500              20.625              55.000               0.000                   
            10090564               34418                   0                 UNI              99.000              20.125              55.000               0.000                   
            10090664               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10090764               34418                   0                 UNI              99.000              20.375              54.875               0.000                   
            10090864               34418                   0                 UNI              99.000              20.250              54.875               0.000                   
            10090963               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10091064               34418                   0                 UNI              99.000              19.750              55.000               0.000                   
            10091163               34418                   0                 UNI              98.500              20.625              55.000               0.000                   
            10091263               34418                   0                 UNI              99.000              20.125              54.875               0.000                   
            10091363               34418                   0                 UNI              98.500              20.500              55.000               0.000                   
            10091463               34418                   0                 UNI              99.000              20.250              55.000               0.000                   
            10091564               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10091663               34418                   0                 UNI              98.500              20.375              54.875               0.000                   
            10091763               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10091863               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10091963               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10092063               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10092163               34418                   0                 UNI              98.500              20.125              55.125               0.000                   
            10092263               34418                   0                 UNI              99.000              20.250              55.125               0.000                   
            10092363               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10092463               34418                   0                 UNI              98.500              20.625              55.125               0.000                   
            10092563               34418                   0                 UNI              99.000              19.625              55.000               0.000                   
            10092663               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10092763               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10092863               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10092963               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10093063               34418                   0                 UNI              98.750              20.000              55.000               0.000                   
            10093163               34418                   0                 UNI              99.000              20.500              55.000               0.000                   
            10093263               34418                   0                 UNI              99.000              19.875              55.000               0.000                   
            10093363               34418                   0                 UNI              98.500              20.375              55.125               0.000                   
            10093463               34418                   0                 UNI              98.250              20.125              54.875               0.000                   
            10093563               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10093663               34418                   0                 UNI              99.000              19.750              55.125               0.000                   
            10093763               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10093863               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10093963               34418                   0                 UNI              99.000              20.125              55.125               0.000                   
            10094063               34418                   0                 UNI              98.500              20.500              55.000               0.000                   
            10094163               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10094263               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10094363               34418                   0                 UNI              98.500              20.625              55.125               0.000                   
            10094463               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10094563               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10094663               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10094763               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10094863               34418                   0                 UNI              98.250              20.125              55.125               0.000                   
            10094963               34418                   0                 UNI              98.500              20.625              55.000               0.000                   
            10095063               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10095163               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10095263               34418                   0                 UNI              98.750              20.125              55.000               0.000                   
            10095363               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10095463               34418                   0                 UNI              99.000              19.875              55.000               0.000                   
            10095563               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10095663               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10095763               34418                   0                 UNI              98.750              20.125              54.875               0.000                   
            10095863               34418                   0                 UNI              98.500              20.000              55.125               0.000                   
            10095963               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10096063               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10096163               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10096263               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10096363               34418                   0                 UNI              99.000              20.625              55.000               0.000                   
            10096463               34418                   0                 UNI              98.500              19.750              55.125               0.000                   
            10096563               34418                   0                 UNI              98.500              20.000              55.000               0.000                   
            10096663               34418                   0                 UNI              99.000              20.375              55.000               0.000                   
            10096763               34418                   0                 UNI              98.750              20.250              55.125               0.000                   
            10096863               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10096962               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10097063               34418                   0                 UNI              98.750              20.375              55.000               0.000                   
            10097163               34418                   0                 UNI              99.000              19.750              55.125               0.000                   
            10097262               34418                   0                 UNI              98.500              20.375              55.000               0.000                   
            10097362               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10097462               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10097562               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10097662               34418                   0                 UNI              98.250              19.875              54.875               0.000                   
            10097762               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10097862               34418                   0                 UNI              98.750              20.250              55.125               0.000                   
            10097962               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10098062               34418                   0                 UNI              98.500              19.500              55.125               0.000                   
            10098162               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10098262               34418                   0                 UNI              98.750              20.000              55.000               0.000                   
            10098362               34418                   0                 UNI              98.500              20.500              55.000               0.000                   
            10098462               34418                   0                 UNI              98.500              19.750              54.875               0.000                   
            10098563               34418                   0                 UNI              98.250              20.500              55.000               0.000                   
            10098663               34418                   0                 UNI              98.750              19.750              54.875               0.000                   
            10098763               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10098863               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10098963               34418                   0                 UNI              99.000              20.500              55.000               0.000                   
            10099063               34418                   0                 UNI              98.750              19.625              55.125               0.000                   
            10099163               34418                   0                 UNI              98.750              20.250              55.000               0.000                   
            10099263               34418                   0                 UNI              98.250              19.750              55.125               0.000                   
            10099363               34418                   0                 UNI              98.750              19.500              55.000               0.000                   
            10099463               34418                   0                 UNI              98.750              20.000              55.125               0.000                   
            10099563               34418                   0                 UNI              98.250              20.125              55.125               0.000                   
            10099663               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10099763               34418                   0                 UNI              98.750              20.000              55.125               0.000                   
            10099863               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10099963               34418                   0                 UNI              98.750              19.750              55.000               0.000                   
            10100063               34418                   0                 UNI              98.500              20.250              55.000               0.000                   
            10100163               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10100263               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10100363               34418                   0                 UNI              98.500              20.125              55.000               0.000                   
            10100463               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10100563               34418                   0                 UNI              98.500              20.375              55.125               0.000                   
            10100663               34418                   0                 UNI              98.750              19.875              55.000               0.000                   
            10100763               34418                   0                 UNI              98.750              20.000              55.000               0.000                   
            10100863               34418                   0                 UNI              98.500              19.875              55.125               0.000                   
            10100963               34418                   0                 UNI              98.500              19.625              55.000               0.000                   
            10101063               34418                   0                 UNI              98.500              19.750              54.875               0.000                   
            10101163               34418                   0                 UNI              98.500              20.375              55.125               0.000                   
            10101263               34418                   0                 UNI              98.500              19.750              54.875               0.000                   
            10101363               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10101463               34418                   0                 UNI              98.750              20.000              55.000               0.000                   
            10101563               34418                   0                 UNI              98.750              20.125              55.125               0.000                   
            10101663               34418                   0                 UNI              98.750              19.500              55.000               0.000                   
            10101763               34418                   0                 UNI              98.500              19.625              55.000               0.000                   
            10101863               34418                   0                 UNI              98.250              20.000              55.000               0.000                   
            10101963               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10102063               34418                   0                 UNI              98.500              20.125              54.875               0.000                   
            10102163               34418                   0                 UNI              98.250              20.125              55.000               0.000                   
            10102263               34418                   0                 UNI              98.500              19.250              55.000               0.000                   
            10102363               34418                   0                 UNI              98.750              20.500              55.125               0.000                   
            10102463               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10102563               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10102663               34418                   0                 UNI              98.500              19.625              55.000               0.000                   
            10102762               34418                   0                 UNI              99.000              20.000              55.000               0.000                   
            10102862               34418                   0                 UNI              99.000              20.375              55.125               0.000                   
            10102962               34418                   0                 UNI              98.250              20.125              55.125               0.000                   
            10103063               34418                   0                 UNI              98.750              20.000              55.000               0.000                   
            10103162               34418                   0                 UNI              98.750              19.750              55.000               0.000                   
            10103262               34418                   0                 UNI              98.500              19.750              55.125               0.000                   
            10103362               34418                   0                 UNI              99.000              19.875              55.125               0.000                   
            10103462               34418                   0                 UNI              98.500              19.750              55.125               0.000                   
            10103562               34418                   0                 UNI              98.250              19.750              55.000               0.000                   
            10103662               34418                   0                 UNI              98.500              20.000              55.125               0.000                   
            10103762               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10103862               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10103962               34418                   0                 UNI              98.500              19.875              55.000               0.000                   
            10104062               34418                   0                 UNI              98.250              19.875              55.125               0.000                   
            10104162               34418                   0                 UNI              98.750              19.625              55.125               0.000                   
            10104262               34418                   0                 UNI              98.500              20.000              55.125               0.000                   
            10104362               34418                   0                 UNI              98.750              20.000              55.125               0.000                   
            10104462               34418                   0                 UNI              98.500              19.625              55.125               0.000                   
            10104562               34418                   0                 UNI              98.500              19.750              55.000               0.000                   
            10104662               34418                   0                 UNI              98.500              20.000              55.125               0.000                   
            10115556               34419                   0                 UNI             100.750               9.375              45.875               0.000                   
            10115656               34419                   0                 UNI             100.750               9.625              45.875               0.000                   
            10115756               34419                   0                 UNI             100.250               9.375              46.125               0.000                   
            10115856               34419                   0                 UNI             100.250               9.500              46.250               0.000                   
            10115956               34419                   0                 UNI             100.750               9.625              46.250               0.000                   
            10116056               34419                   0                 UNI             100.750               9.750              46.500               0.000                   
            10116156               34419                   0                 UNI             100.250              10.250              46.625               0.000                   
            10116256               34419                   0                 UNI             100.250              10.750              46.750               0.000                   
            10116356               34419                   0                 UNI             100.250              10.500              46.875               0.000                   
            10116456               34419                   0                 UNI             100.250              10.250              47.000               0.000                   
            10116556               34419                   0                 UNI             100.250              10.375              47.125               0.000                   
            10116656               34419                   0                 UNI             100.250              10.625              47.375               0.000                   
            10116756               34419                   0                 UNI             100.750              11.250              47.375               0.000                   
            10116856               34419                   0                 UNI             100.250              11.125              47.625               0.000                   
            10116956               34419                   0                 UNI             100.000              10.875              47.625               0.000                   
            10117056               34419                   0                 UNI             100.250              11.125              47.750               0.000                   
            10117156               34419                   0                 UNI             100.250              11.125              47.750               0.000                   
            10117256               34419                   0                 UNI             100.750              11.625              47.875               0.000                   
            10117356               34419                   0                 UNI             100.250              11.875              48.125               0.000                   
            10117456               34419                   0                 UNI             100.000              12.000              48.250               0.000                   
            10117556               34419                   0                 UNI             100.250              12.125              48.250               0.000                   
            10117656               34419                   0                 UNI             100.250              11.875              48.375               0.000                   
            10117756               34419                   0                 UNI             100.000              12.000              48.625               0.000                   
            10117856               34419                   0                 UNI             100.000              12.375              48.625               0.000                   
            10117956               34419                   0                 UNI             100.000              12.750              48.750               0.000                   
            10118056               34419                   0                 UNI             100.000              12.750              48.875               0.000                   
            10118156               34419                   0                 UNI             100.000              12.625              48.875               0.000                   
            10118256               34419                   0                 UNI             100.000              12.875              49.125               0.000                   
            10118356               34419                   0                 UNI             100.000              13.000              49.125               0.000                   
            10118456               34419                   0                 UNI             100.250              12.875              49.250               0.000                   
            10118556               34419                   0                 UNI             100.000              13.250              49.375               0.000                   
            10118659               34419                   0                 UNI             100.000              13.125              49.500               0.000                   
            10118759               34419                   0                 UNI             100.000              13.250              49.500               0.000                   
            10118859               34419                   0                 UNI              99.750              13.375              49.625               0.000                   
            10118959               34419                   0                 UNI             100.250              13.500              49.625               0.000                   
            10119059               34419                   0                 UNI             100.000              14.125              49.750               0.000                   
            10119159               34419                   0                 UNI             100.000              14.125              49.875               0.000                   
            10119259               34419                   0                 UNI             100.000              14.125              49.875               0.000                   
            10119359               34419                   0                 UNI             100.000              13.875              50.000               0.000                   
            10119459               34419                   0                 UNI              99.750              14.000              50.125               0.000                   
            10119559               34419                   0                 UNI             100.000              14.375              50.250               0.000                   
            10119659               34419                   0                 UNI             100.000              14.125              50.250               0.000                   
            10119759               34419                   0                 UNI             100.000              14.375              50.250               0.000                   
            10119859               34419                   0                 UNI             100.000              14.500              50.375               0.000                   
            10119959               34419                   0                 UNI              99.750              14.500              50.500               0.000                   
            10120058               34419                   0                 UNI             100.000              14.250              50.500               0.000                   
            10120158               34419                   0                 UNI             100.000              15.000              50.500               0.000                   
            10120259               34419                   0                 UNI              99.750              15.000              50.750               0.000                   
            10120359               34419                   0                 UNI              99.750              15.000              50.750               0.000                   
