              UniqID                   X                   Y                   Z             MaxTime           TotalTime        MaxImpedance      MaxTemperature            MaxPower     MaxAverageForce                   
           504539508               8.500              39.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           504531507               7.500              31.500               4.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503540508               8.500              40.500               3.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           504540508               8.500              40.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           505522524              24.500              22.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505540508               8.500              40.500               5.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           501537526              26.500              37.500               1.500               6.133               6.133             100.117              55.250              22.500              14.722                   
           504541508               8.500              41.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           503539509               9.500              39.500               3.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           504539509               9.500              39.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           503540509               9.500              40.500               3.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           505540509               9.500              40.500               5.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           503541509               9.500              41.500               3.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           504541509               9.500              41.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           502528508               8.500              28.500               2.500               0.250               0.250              98.823              55.000              12.625               7.362                   
           505541509               9.500              41.500               5.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           504540510              10.500              40.500               4.500              27.150              27.150              99.749              55.125              16.125               7.596                   
           503534507               7.500              34.500               3.500              27.833              27.833              99.792              55.250              14.500               7.506                   
           509578544              44.500              78.500               9.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           501537527              27.500              37.500               1.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           503535507               7.500              35.500               3.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           504535507               7.500              35.500               4.500              27.833              27.833              99.792              55.250              14.500               7.506                   
           503536507               7.500              36.500               3.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           503526505               5.500              26.500               3.500               0.050               0.050              98.884              55.000              12.625               7.423                   
           503534508               8.500              34.500               3.500              27.833              27.833              99.792              55.250              14.500               7.506                   
           502535508               8.500              35.500               2.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           503535508               8.500              35.500               3.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           504535508               8.500              35.500               4.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           502536508               8.500              36.500               2.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           502531508               8.500              31.500               2.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           504536508               8.500              36.500               4.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           503535509               9.500              35.500               3.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           503536509               9.500              36.500               3.500              27.950              27.950              99.792              55.250              14.500               7.506                   
           503529505               5.500              29.500               3.500              16.850              16.850              99.212              55.125              12.875               8.126                   
           502536507               7.500              36.500               2.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           504536507               7.500              36.500               4.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           504544530              30.500              44.500               4.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           503537507               7.500              37.500               3.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           502537508               8.500              37.500               2.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           504537508               8.500              37.500               4.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           502531506               6.500              31.500               2.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           502536509               9.500              36.500               2.500               0.117               0.117          -10000.000              48.375              11.375               7.341                   
           503530506               6.500              30.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503531506               6.500              31.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           510574544              44.500              74.500              10.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           504531506               6.500              31.500               4.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503532506               6.500              32.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503532526              26.500              32.500               3.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           502530507               7.500              30.500               2.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503532525              25.500              32.500               3.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           503530507               7.500              30.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           502531507               7.500              31.500               2.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503531507               7.500              31.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           507556537              37.500              56.500               7.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           502532507               7.500              32.500               2.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503532507               7.500              32.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503531508               8.500              31.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           503532508               8.500              32.500               3.500              26.600              26.600              99.276              55.250              13.750               7.444                   
           502529506               6.500              29.500               2.500              16.850              16.850              99.212              55.125              12.875               8.126                   
           502527506               6.500              27.500               2.500              17.300              17.300              99.212              55.125              12.875               8.126                   
           511578543              43.500              78.500              11.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           503527506               6.500              27.500               3.500              17.300              17.300              99.212              55.125              12.875               8.126                   
           504527506               6.500              27.500               4.500              17.300              17.300              99.212              55.125              12.875               8.126                   
           508563539              39.500              63.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           502528506               6.500              28.500               2.500              16.900              16.900              99.212              55.125              12.875               8.126                   
           503529506               6.500              29.500               3.500              16.850              16.850              99.212              55.125              12.875               8.126                   
           504529506               6.500              29.500               4.500              16.850              16.850              99.212              55.125              12.875               8.126                   
           507561540              40.500              61.500               7.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           509568543              43.500              68.500               9.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           504523525              25.500              23.500               4.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           502528507               7.500              28.500               2.500              17.250              17.250              99.212              55.125              12.875               8.126                   
           504528507               7.500              28.500               4.500              17.250              17.250              99.212              55.125              12.875               8.126                   
           503529507               7.500              29.500               3.500              16.850              16.850              99.212              55.125              12.875               8.126                   
           502527505               5.500              27.500               2.500               0.050               0.050              98.884              55.000              12.625               7.423                   
           502526506               6.500              26.500               2.500               0.050               0.050              98.884              55.000              12.625               7.423                   
           503526506               6.500              26.500               3.500               0.450               0.450              98.885              55.000              12.625               7.423                   
           504526506               6.500              26.500               4.500               0.050               0.050              98.884              55.000              12.625               7.423                   
           502527507               7.500              27.500               2.500               0.700               0.700              98.885              55.000              12.625               7.423                   
           504527507               7.500              27.500               4.500               0.700               0.700              98.885              55.000              12.625               7.423                   
           504526507               7.500              26.500               4.500               0.400               0.400              98.885              55.000              12.625               7.418                   
           502527509               9.500              27.500               2.500               0.583               0.583              98.823              55.000              12.625               7.362                   
           503526508               8.500              26.500               3.500               0.983               0.983              98.885              55.000              12.625               7.418                   
           503527508               8.500              27.500               3.500               0.983               0.983              98.885              55.000              12.625               7.418                   
           504527508               8.500              27.500               4.500               0.783               0.783              98.885              55.000              12.625               7.418                   
           509573544              44.500              73.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           502526508               8.500              26.500               2.500               0.450               0.450              98.823              55.000              12.625               7.362                   
           504526508               8.500              26.500               4.500               0.450               0.450              98.823              55.000              12.625               7.362                   
           503526509               9.500              26.500               3.500               8.300               8.300              98.823              55.500              14.625               7.362                   
           507562540              40.500              62.500               7.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           503527509               9.500              27.500               3.500               8.300               8.300              98.823              55.500              14.625               7.362                   
           503528509               9.500              28.500               3.500               0.383               0.383              98.823              55.000              12.625               7.362                   
           502526509               9.500              26.500               2.500               8.050               8.050              98.784              55.500              14.625               7.330                   
           502528509               9.500              28.500               2.500               0.133               0.133              98.784              54.750              12.625               7.330                   
           508578544              44.500              78.500               8.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           504528509               9.500              28.500               4.500               0.133               0.133              98.784              54.750              12.625               7.330                   
           502527510              10.500              27.500               2.500               7.850               7.850              98.784              55.500              14.625               7.330                   
           503527510              10.500              27.500               3.500               8.050               8.050              98.784              55.500              14.625               7.330                   
           509563540              40.500              63.500               9.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           508561541              41.500              61.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           503528510              10.500              28.500               3.500               0.133               0.133              98.784              54.750              12.625               7.330                   
           508577544              44.500              77.500               8.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           502543529              29.500              43.500               2.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           503525508               8.500              25.500               3.500               0.200               0.200              98.769              54.375              12.625               7.311                   
           502525509               9.500              25.500               2.500               0.200               0.200              98.769              54.375              12.625               7.311                   
           503525509               9.500              25.500               3.500               7.917               7.917              98.769              55.500              14.625               7.311                   
           510573542              42.500              73.500              10.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           506558538              38.500              58.500               6.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           504522524              24.500              22.500               4.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           507557536              36.500              57.500               7.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           504525509               9.500              25.500               4.500               0.200               0.200              98.769              54.375              12.625               7.311                   
           502526510              10.500              26.500               2.500               7.917               7.917              98.769              55.500              14.625               7.311                   
           509572543              43.500              72.500               9.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           504526510              10.500              26.500               4.500               7.917               7.917              98.769              55.500              14.625               7.311                   
           504525510              10.500              25.500               4.500               7.717               7.717              98.735              55.500              14.625               7.281                   
           503525511              11.500              25.500               3.500               7.717               7.717              98.735              55.500              14.625               7.281                   
           504526511              11.500              26.500               4.500               7.717               7.717              98.735              55.500              14.625               7.281                   
           510577543              43.500              77.500              10.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           510568541              41.500              68.500              10.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           509578543              43.500              78.500               9.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           510578543              43.500              78.500              10.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           507562541              41.500              62.500               7.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           510579543              43.500              79.500              10.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           510577544              44.500              77.500              10.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           511577544              44.500              77.500              11.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           509579544              44.500              79.500               9.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           510579544              44.500              79.500              10.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           511579544              44.500              79.500              11.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           510578545              45.500              78.500              10.500              46.350              46.349             161.182              55.750              20.000              26.559                   
           510579545              45.500              79.500              10.500               0.050               0.050          -10000.000              30.000               0.750              26.555                   
           509577543              43.500              77.500               9.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           508578543              43.500              78.500               8.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           509579543              43.500              79.500               9.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           508579544              44.500              79.500               8.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           509579545              45.500              79.500               9.500              46.300              46.299             161.182              55.750              20.000              26.559                   
           507562539              39.500              62.500               7.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           509573542              42.500              73.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           509574542              42.500              74.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           508572543              43.500              72.500               8.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           502544529              29.500              44.500               2.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           508573543              43.500              73.500               8.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           509574544              44.500              74.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           509573543              43.500              73.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           510573543              43.500              73.500              10.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           508574543              43.500              74.500               8.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           503537527              27.500              37.500               3.500              38.317              38.316             101.704              55.250              23.000              14.896                   
           509574543              43.500              74.500               9.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           510574543              43.500              74.500              10.500              46.183              46.183             148.617              55.375              15.875              22.502                   
           509572544              44.500              72.500               9.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           508573544              44.500              73.500               8.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           510573544              44.500              73.500              10.500              26.317              26.316             148.617              55.375              15.750              22.500                   
           510574542              42.500              74.500              10.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           502532526              26.500              32.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           509575543              43.500              75.500               9.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           501538527              27.500              38.500               1.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           510575543              43.500              75.500              10.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           508574544              44.500              74.500               8.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           509575544              44.500              75.500               9.500              19.867              19.867             148.330              55.375              15.875              22.502                   
           509567541              41.500              67.500               9.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           508568541              41.500              68.500               8.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           503538526              26.500              38.500               3.500              38.317              38.316             101.704              55.250              23.000              14.896                   
           510567542              42.500              67.500              10.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           508562539              39.500              62.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           508568542              42.500              68.500               8.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           509568542              42.500              68.500               9.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           508569542              42.500              69.500               8.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           508568543              43.500              68.500               8.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           510568543              43.500              68.500              10.500              46.450              46.449             141.262              55.250              16.000              20.554                   
           502539527              27.500              39.500               2.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           508561539              39.500              61.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           505558537              37.500              58.500               5.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           509562539              39.500              62.500               9.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           508561540              40.500              61.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           509561540              40.500              61.500               9.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           508562541              41.500              62.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           509562541              41.500              62.500               9.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           503545529              29.500              45.500               3.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           502533525              25.500              33.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           508563541              41.500              63.500               8.500              45.000              44.999             128.955              55.250              22.000              17.552                   
           505557536              36.500              57.500               5.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           500538527              27.500              38.500               0.500               6.133               6.133             100.117              55.250              22.500              14.722                   
           506558536              36.500              58.500               6.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           505556537              37.500              56.500               5.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           502531525              25.500              31.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           506556537              37.500              56.500               6.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           505557537              37.500              57.500               5.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           506558537              37.500              58.500               6.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           507558537              37.500              58.500               7.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           506557538              38.500              57.500               6.500              45.250              45.249             121.565              55.250              23.000              12.936                   
           503543528              28.500              43.500               3.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           502544528              28.500              44.500               2.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           503544528              28.500              44.500               3.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           504544528              28.500              44.500               4.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           503543529              29.500              43.500               3.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           504543529              29.500              43.500               4.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           502545529              29.500              45.500               2.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           504545529              29.500              45.500               4.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           503543530              30.500              43.500               3.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           502544530              30.500              44.500               2.500              46.150              46.149             105.464              55.250              30.625              11.833                   
           502537526              26.500              37.500               2.500              38.317              38.316             101.704              55.250              23.000              14.896                   
           501538526              26.500              38.500               1.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           502538526              26.500              38.500               2.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           502537527              27.500              37.500               2.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           501538528              28.500              38.500               1.500              44.450              44.449             101.704              55.250              23.000              14.896                   
           503538528              28.500              38.500               3.500              38.317              38.316             101.704              55.250              23.000              14.896                   
           502539528              28.500              39.500               2.500              38.317              38.316             101.704              55.250              23.000              14.896                   
           500538526              26.500              38.500               0.500               6.133               6.133             100.117              55.250              22.500              14.722                   
           500537527              27.500              37.500               0.500               6.133               6.133             100.117              55.250              22.500              14.722                   
           500538528              28.500              38.500               0.500               6.133               6.133             100.117              55.250              22.500              14.722                   
           502532525              25.500              32.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           501531526              26.500              31.500               1.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           502531526              26.500              31.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           503531526              26.500              31.500               3.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           501532527              27.500              32.500               1.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           502532527              27.500              32.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           503532527              27.500              32.500               3.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           502533527              27.500              33.500               2.500              42.550              42.550              99.621              55.125              20.000              18.922                   
           504526524              24.500              26.500               4.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           503527524              24.500              27.500               3.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           504527524              24.500              27.500               4.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           505527524              24.500              27.500               5.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           504528524              24.500              28.500               4.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           504527525              25.500              27.500               4.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           505527525              25.500              27.500               5.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           505528525              25.500              28.500               5.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           503527526              26.500              27.500               3.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           504528526              26.500              28.500               4.500              43.300              43.300              99.552              55.125              20.750              21.284                   
           505522523              23.500              22.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           504523523              23.500              23.500               4.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505523523              23.500              23.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           506523523              23.500              23.500               6.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505524523              23.500              24.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           504523524              24.500              23.500               4.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505523524              24.500              23.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           504524524              24.500              24.500               4.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505524524              24.500              24.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505523525              25.500              23.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           506523525              25.500              23.500               6.500              44.950              44.949              99.777              55.000              20.500              22.656                   
           505524525              25.500              24.500               5.500              44.950              44.949              99.777              55.000              20.500              22.656                   
