                Time             Session           ChannelID               Force          AxialAngle        LateralAngle  InAccurateSeverity       MetalSeverity         NeedZeroing                   
            10136042               34419                   0             -21.923              -1.464               2.119                   0                   0                   0                   
            10136092               34419                   0             -22.155              -1.477               2.116                   0                   0                   0                   
            10136142               34419                   0             -21.271              -1.456               2.084                   0                   0                   0                   
            10136192               34419                   0             -22.040              -1.483               2.117                   0                   0                   0                   
            10136242               34419                   0             -21.850              -1.508               2.091                   0                   0                   0                   
            10136292               34419                   0             -22.312              -1.478               2.149                   0                   0                   0                   
            10136342               34419                   0             -22.178              -1.480               2.086                   0                   0                   0                   
            10136392               34419                   0             -21.225              -1.450               2.040                   0                   0                   0                   
            10136442               34419                   0             -21.380              -1.465               2.073                   0                   0                   0                   
            10136492               34419                   0             -22.098              -1.468               2.109                   0                   0                   0                   
            10136542               34419                   0             -21.393              -1.493               2.078                   0                   0                   0                   
            10136592               34419                   0             -21.939              -1.486               2.119                   0                   0                   0                   
            10136642               34419                   0             -21.825              -1.460               2.076                   0                   0                   0                   
            10136692               34419                   0             -21.690              -1.462               2.092                   0                   0                   0                   
            10136742               34419                   0             -22.053              -1.478               2.163                   0                   0                   0                   
            10136792               34419                   0             -21.515              -1.479               2.109                   0                   0                   0                   
            10136842               34419                   0             -21.771              -1.490               2.082                   0                   0                   0                   
            10136892               34419                   0             -21.314              -1.462               2.065                   0                   0                   0                   
            10136942               34419                   0             -22.222              -1.477               2.099                   0                   0                   0                   
            10136992               34419                   0             -21.162              -1.466               2.060                   0                   0                   0                   
            10137042               34419                   0             -21.238              -1.470               2.055                   0                   0                   0                   
            10137092               34419                   0             -22.240              -1.447               2.116                   0                   0                   0                   
            10137142               34419                   0             -21.419              -1.456               2.086                   0                   0                   0                   
            10137192               34419                   0             -21.686              -1.457               2.117                   0                   0                   0                   
            10137242               34419                   0             -21.899              -1.472               2.098                   0                   0                   0                   
            10137292               34419                   0             -21.905              -1.492               2.094                   0                   0                   0                   
            10137342               34419                   0             -21.581              -1.487               2.118                   0                   0                   0                   
            10137392               34419                   0             -20.858              -1.473               2.026                   0                   0                   0                   
            10137442               34419                   0             -21.388              -1.451               2.034                   0                   0                   0                   
            10137492               34419                   0             -22.847              -1.488               2.161                   0                   0                   0                   
            10137542               34419                   0             -21.646              -1.468               2.074                   0                   0                   0                   
            10137592               34419                   0             -21.907              -1.470               2.079                   0                   0                   0                   
            10137642               34419                   0             -22.516              -1.487               2.144                   0                   0                   0                   
            10137692               34419                   0             -21.481              -1.481               2.102                   0                   0                   0                   
            10137742               34419                   0             -21.163              -1.474               2.043                   0                   0                   0                   
            10137792               34419                   0             -21.218              -1.481               2.060                   0                   0                   0                   
            10137842               34419                   0             -21.581              -1.473               2.076                   0                   0                   0                   
            10137892               34419                   0             -21.396              -1.467               2.082                   0                   0                   0                   
            10137942               34419                   0             -21.964              -1.461               2.125                   0                   0                   0                   
            10137992               34419                   0             -21.422              -1.479               2.062                   0                   0                   0                   
            10138042               34419                   0             -21.790              -1.474               2.162                   0                   0                   0                   
            10138092               34419                   0             -21.575              -1.484               2.096                   0                   0                   0                   
            10138142               34419                   0             -21.335              -1.488               2.039                   0                   0                   0                   
            10138192               34419                   0             -21.992              -1.487               2.100                   0                   0                   0                   
            10138242               34419                   0             -22.238              -1.483               2.110                   0                   0                   0                   
            10138292               34419                   0             -22.073              -1.468               2.097                   0                   0                   0                   
            10138342               34419                   0             -21.358              -1.458               2.060                   0                   0                   0                   
            10138392               34419                   0             -21.742              -1.462               2.105                   0                   0                   0                   
            10138442               34419                   0             -21.323              -1.446               2.106                   0                   0                   0                   
            10138492               34419                   0             -21.389              -1.448               2.083                   0                   0                   0                   
            10138542               34419                   0             -22.124              -1.447               2.073                   0                   0                   0                   
            10138592               34419                   0             -21.844              -1.456               2.103                   0                   0                   0                   
            10138642               34419                   0             -21.207              -1.495               2.101                   0                   0                   0                   
            10138692               34419                   0             -21.839              -1.475               2.128                   0                   0                   0                   
            10138742               34419                   0             -21.821              -1.475               2.090                   0                   0                   0                   
            10138792               34419                   0             -21.375              -1.481               2.101                   0                   0                   0                   
            10138842               34419                   0             -21.113              -1.471               2.062                   0                   0                   0                   
            10138892               34419                   0             -21.265              -1.475               2.081                   0                   0                   0                   
            10138942               34419                   0             -21.965              -1.458               2.110                   0                   0                   0                   
            10138992               34419                   0             -21.934              -1.448               2.159                   0                   0                   0                   
            10139042               34419                   0             -21.098              -1.492               2.059                   0                   0                   0                   
            10139092               34419                   0             -21.732              -1.455               2.067                   0                   0                   0                   
            10139142               34419                   0             -21.096              -1.458               2.053                   0                   0                   0                   
            10139192               34419                   0             -22.065              -1.484               2.130                   0                   0                   0                   
            10139242               34419                   0             -21.978              -1.454               2.129                   0                   0                   0                   
            10139292               34419                   0             -21.480              -1.438               2.074                   0                   0                   0                   
            10139342               34419                   0             -21.646              -1.449               2.084                   0                   0                   0                   
            10139392               34419                   0             -21.195              -1.492               2.041                   0                   0                   0                   
            10139442               34419                   0             -22.273              -1.481               2.151                   0                   0                   0                   
            10139492               34419                   0             -21.802              -1.455               2.111                   0                   0                   0                   
            10139542               34419                   0             -21.345              -1.449               2.058                   0                   0                   0                   
            10139592               34419                   0             -21.519              -1.472               2.081                   0                   0                   0                   
            10139642               34419                   0             -20.780              -1.486               2.037                   0                   0                   0                   
            10139692               34419                   0             -20.957              -1.487               2.044                   0                   0                   0                   
            10139742               34419                   0             -22.093              -1.451               2.112                   0                   0                   0                   
            10139792               34419                   0             -21.510              -1.466               2.091                   0                   0                   0                   
            10139842               34419                   0             -21.735              -1.457               2.098                   0                   0                   0                   
            10139892               34419                   0             -21.345              -1.450               2.065                   0                   0                   0                   
            10139942               34419                   0             -21.913              -1.481               2.116                   0                   0                   0                   
            10139992               34419                   0             -21.450              -1.459               2.102                   0                   0                   0                   
            10140042               34419                   0             -21.895              -1.478               2.109                   0                   0                   0                   
            10140092               34419                   0             -21.634              -1.467               2.088                   0                   0                   0                   
            10140142               34419                   0             -22.588              -1.474               2.128                   0                   0                   0                   
            10140192               34419                   0             -21.775              -1.466               2.073                   0                   0                   0                   
            10140242               34419                   0             -22.091              -1.469               2.160                   0                   0                   0                   
            10140292               34419                   0             -21.421              -1.465               2.073                   0                   0                   0                   
            10140342               34419                   0             -21.058              -1.491               2.058                   0                   0                   0                   
            10140392               34419                   0             -21.844              -1.457               2.129                   0                   0                   0                   
            10140442               34419                   0             -22.162              -1.477               2.081                   0                   0                   0                   
            10140492               34419                   0             -21.048              -1.476               2.083                   0                   0                   0                   
            10140542               34419                   0             -21.589              -1.441               2.069                   0                   0                   0                   
            10140592               34419                   0             -21.809              -1.457               2.121                   0                   0                   0                   
            10140642               34419                   0             -21.606              -1.475               2.122                   0                   0                   0                   
            10140692               34419                   0             -21.125              -1.483               2.064                   0                   0                   0                   
            10140742               34419                   0             -22.006              -1.498               2.116                   0                   0                   0                   
            10140792               34419                   0             -21.536              -1.486               2.043                   0                   0                   0                   
            10140842               34419                   0             -22.045              -1.458               2.134                   0                   0                   0                   
            10140892               34419                   0             -22.042              -1.476               2.126                   0                   0                   0                   
            10140942               34419                   0             -21.965              -1.477               2.129                   0                   0                   0                   
            10140992               34419                   0             -21.593              -1.455               2.081                   0                   0                   0                   
            10141042               34419                   0             -21.718              -1.458               2.104                   0                   0                   0                   
            10141092               34419                   0             -20.421              -1.476               2.025                   0                   0                   0                   
            10141142               34419                   0             -21.998              -1.464               2.125                   0                   0                   0                   
            10141192               34419                   0             -20.981              -1.457               2.045                   0                   0                   0                   
            10141242               34419                   0             -20.789              -1.489               2.017                   0                   0                   0                   
            10141292               34419                   0             -21.192              -1.462               2.124                   0                   0                   0                   
            10141342               34419                   0             -21.268              -1.479               2.054                   0                   0                   0                   
            10141392               34419                   0             -21.188              -1.460               2.059                   0                   0                   0                   
            10141442               34419                   0             -21.329              -1.470               2.065                   0                   0                   0                   
            10141492               34419                   0             -21.143              -1.439               2.028                   0                   0                   0                   
            10141542               34419                   0             -22.361              -1.496               2.130                   0                   0                   0                   
            10141592               34419                   0             -21.103              -1.486               2.027                   0                   0                   0                   
            10141642               34419                   0             -20.962              -1.476               2.055                   0                   0                   0                   
            10141692               34419                   0             -21.299              -1.456               2.042                   0                   0                   0                   
            10141742               34419                   0             -21.196              -1.470               2.083                   0                   0                   0                   
            10141792               34419                   0             -22.017              -1.491               2.081                   0                   0                   0                   
            10141842               34419                   0             -21.723              -1.466               2.086                   0                   0                   0                   
            10141892               34419                   0             -21.579              -1.456               2.096                   0                   0                   0                   
            10141942               34419                   0             -21.025              -1.481               2.096                   0                   0                   0                   
            10141992               34419                   0             -21.296              -1.456               2.054                   0                   0                   0                   
            10142042               34419                   0             -21.697              -1.473               2.100                   0                   0                   0                   
            10142092               34419                   0             -21.553              -1.454               2.105                   0                   0                   0                   
            10142142               34419                   0             -20.577              -1.459               2.051                   0                   0                   0                   
            10142192               34419                   0             -21.481              -1.452               2.081                   0                   0                   0                   
            10142242               34419                   0             -20.977              -1.479               2.048                   0                   0                   0                   
            10142292               34419                   0             -21.148              -1.457               2.066                   0                   0                   0                   
            10142342               34419                   0             -20.699              -1.449               2.053                   0                   0                   0                   
            10142392               34419                   0             -21.009              -1.493               2.062                   0                   0                   0                   
            10142442               34419                   0             -21.232              -1.480               2.103                   0                   0                   0                   
            10142492               34419                   0             -21.179              -1.483               2.036                   0                   0                   0                   
            10142542               34419                   0             -21.176              -1.475               2.083                   0                   0                   0                   
            10142592               34419                   0             -21.884              -1.460               2.113                   0                   0                   0                   
            10142642               34419                   0             -21.265              -1.438               2.083                   0                   0                   0                   
            10142692               34419                   0             -21.924              -1.465               2.097                   0                   0                   0                   
            10142742               34419                   0             -21.319              -1.447               2.076                   0                   0                   0                   
            10142792               34419                   0             -21.577              -1.416               2.088                   0                   0                   0                   
            10142842               34419                   0             -20.969              -1.457               2.077                   0                   0                   0                   
            10142892               34419                   0             -20.909              -1.435               2.032                   0                   0                   0                   
            10142942               34419                   0             -21.167              -1.467               2.101                   0                   0                   0                   
            10142992               34419                   0             -21.356              -1.485               2.096                   0                   0                   0                   
            10143042               34419                   0             -22.268              -1.474               2.138                   0                   0                   0                   
            10143092               34419                   0             -21.050              -1.476               2.017                   0                   0                   0                   
            10143142               34419                   0             -21.454              -1.464               2.082                   0                   0                   0                   
            10143192               34419                   0             -21.810              -1.481               2.118                   0                   0                   0                   
            10143242               34419                   0             -21.505              -1.446               2.078                   0                   0                   0                   
            10143292               34419                   0             -21.416              -1.482               2.092                   0                   0                   0                   
            10143342               34419                   0             -21.529              -1.477               2.107                   0                   0                   0                   
            10143392               34419                   0             -20.683              -1.453               2.052                   0                   0                   0                   
            10143442               34419                   0             -21.690              -1.459               2.098                   0                   0                   0                   
            10143492               34419                   0             -20.898              -1.454               2.084                   0                   0                   0                   
            10143542               34419                   0             -20.153              -1.436               1.985                   0                   0                   0                   
            10143592               34419                   0             -21.877              -1.459               2.091                   0                   0                   0                   
            10143642               34419                   0             -20.939              -1.458               2.077                   0                   0                   0                   
            10143692               34419                   0             -21.897              -1.472               2.138                   0                   0                   0                   
            10143742               34419                   0             -20.681              -1.469               2.043                   0                   0                   0                   
            10143792               34419                   0             -22.304              -1.465               2.123                   0                   0                   0                   
            10143842               34419                   0             -22.465              -1.472               2.142                   0                   0                   0                   
            10143892               34419                   0             -21.975              -1.452               2.158                   0                   0                   0                   
            10143942               34419                   0             -21.497              -1.499               2.110                   0                   0                   0                   
            10143992               34419                   0             -21.740              -1.490               2.079                   0                   0                   0                   
            10144042               34419                   0             -22.085              -1.478               2.068                   0                   0                   0                   
            10144092               34419                   0             -21.847              -1.458               2.115                   0                   0                   0                   
            10144142               34419                   0             -21.153              -1.488               2.016                   0                   0                   0                   
            10144192               34419                   0             -21.209              -1.488               2.114                   0                   0                   0                   
            10144242               34419                   0             -21.348              -1.441               2.094                   0                   0                   0                   
            10144292               34419                   0             -21.482              -1.491               2.107                   0                   0                   0                   
            10144342               34419                   0             -21.648              -1.486               2.146                   0                   0                   0                   
            10144392               34419                   0             -21.001              -1.463               2.095                   0                   0                   0                   
            10144442               34419                   0             -20.984              -1.469               2.076                   0                   0                   0                   
            10144492               34419                   0             -21.345              -1.467               2.098                   0                   0                   0                   
            10144542               34419                   0             -21.466              -1.474               2.093                   0                   0                   0                   
            10144592               34419                   0             -22.231              -1.469               2.157                   0                   0                   0                   
            10144642               34419                   0             -21.506              -1.462               2.124                   0                   0                   0                   
            10144692               34419                   0             -21.788              -1.487               2.149                   0                   0                   0                   
            10144742               34419                   0             -21.496              -1.488               2.095                   0                   0                   0                   
            10144792               34419                   0             -20.597              -1.474               2.063                   0                   0                   0                   
            10144842               34419                   0             -22.110              -1.471               2.156                   0                   0                   0                   
            10144892               34419                   0             -21.165              -1.474               2.036                   0                   0                   0                   
            10144942               34419                   0             -21.339              -1.468               2.109                   0                   0                   0                   
            10144992               34419                   0             -20.892              -1.458               2.060                   0                   0                   0                   
            10145042               34419                   0             -21.610              -1.443               2.111                   0                   0                   0                   
            10145092               34419                   0             -21.135              -1.475               2.118                   0                   0                   0                   
            10145142               34419                   0             -21.909              -1.467               2.103                   0                   0                   0                   
            10145192               34419                   0             -20.741              -1.453               2.056                   0                   0                   0                   
            10145242               34419                   0             -21.372              -1.456               2.071                   0                   0                   0                   
            10145292               34419                   0             -20.993              -1.449               2.043                   0                   0                   0                   
            10145342               34419                   0             -20.173              -1.479               2.029                   0                   0                   0                   
            10145392               34419                   0             -20.949              -1.455               2.052                   0                   0                   0                   
            10145442               34419                   0             -21.894              -1.473               2.138                   0                   0                   0                   
            10145492               34419                   0             -20.336              -1.462               2.009                   0                   0                   0                   
            10145542               34419                   0             -20.688              -1.464               2.058                   0                   0                   0                   
            10145592               34419                   0             -21.032              -1.446               2.068                   0                   0                   0                   
            10145642               34419                   0             -20.995              -1.450               2.085                   0                   0                   0                   
            10145692               34419                   0             -21.248              -1.466               2.060                   0                   0                   0                   
            10145742               34419                   0             -22.199              -1.480               2.164                   0                   0                   0                   
            10145792               34419                   0             -20.385              -1.456               2.013                   0                   0                   0                   
            10145842               34419                   0             -22.238              -1.462               2.132                   0                   0                   0                   
            10145892               34419                   0             -20.308              -1.472               2.020                   0                   0                   0                   
            10145942               34419                   0             -21.896              -1.483               2.154                   0                   0                   0                   
            10145992               34419                   0             -22.425              -1.471               2.128                   0                   0                   0                   
            10146042               34419                   0             -21.202              -1.449               2.068                   0                   0                   0                   
            10146092               34419                   0             -21.399              -1.469               2.103                   0                   0                   0                   
            10146142               34419                   0             -20.441              -1.456               2.058                   0                   0                   0                   
            10146192               34419                   0             -21.445              -1.482               2.091                   0                   0                   0                   
            10146242               34419                   0             -21.263              -1.462               2.091                   0                   0                   0                   
            10146292               34419                   0             -21.716              -1.471               2.124                   0                   0                   0                   
            10146342               34419                   0             -20.909              -1.483               2.022                   0                   0                   0                   
            10146392               34419                   0             -21.056              -1.449               2.115                   0                   0                   0                   
            10146442               34419                   0             -21.664              -1.467               2.141                   0                   0                   0                   
            10146492               34419                   0             -21.313              -1.465               2.087                   0                   0                   0                   
            10146542               34419                   0             -21.018              -1.471               2.077                   0                   0                   0                   
            10146592               34419                   0             -21.174              -1.460               2.077                   0                   0                   0                   
            10146642               34419                   0             -21.429              -1.490               2.138                   0                   0                   0                   
            10146692               34419                   0             -21.474              -1.465               2.062                   0                   0                   0                   
            10146742               34419                   0             -21.623              -1.467               2.138                   0                   0                   0                   
            10146792               34419                   0             -21.926              -1.469               2.116                   0                   0                   0                   
            10146842               34419                   0             -20.686              -1.469               2.104                   0                   0                   0                   
            10146892               34419                   0             -20.855              -1.446               1.999                   0                   0                   0                   
            10146942               34419                   0             -21.670              -1.459               2.092                   0                   0                   0                   
            10146992               34419                   0             -21.361              -1.457               2.102                   0                   0                   0                   
            10147042               34419                   0             -21.548              -1.445               2.076                   0                   0                   0                   
            10147092               34419                   0             -21.001              -1.481               2.042                   0                   0                   0                   
            10147142               34419                   0             -21.592              -1.449               2.109                   0                   0                   0                   
            10147192               34419                   0             -21.441              -1.462               2.084                   0                   0                   0                   
