TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  4475792	  1.206416	         0	           0	            0	                 0	          0	
  4475842	  1.073944	         0	           0	            0	                 0	          0	
  4475892	  1.654853	         0	           0	            0	                 0	          0	
  4475942	  2.012583	         0	           0	            0	                 0	          0	
  4475992	  2.041823	         0	           0	            0	                 0	          0	
  4476042	  1.608042	         0	           0	            0	                 0	          0	
  4476092	   1.34986	         0	           0	            0	                 0	          0	
  4476142	  1.678523	         0	           0	            0	                 0	          0	
  4476192	  1.400814	         0	           0	            0	                 0	          0	
  4476242	  1.539468	         0	           0	            0	                 0	          0	
  4476292	  1.827924	         0	           0	            0	                 0	          0	
  4476342	  1.331925	         0	           0	            0	                 0	          0	
  4476392	  1.088875	         0	           0	            0	                 0	          0	
  4476442	   1.41521	         0	           0	            0	                 0	          0	
  4476492	  1.632672	         0	           0	            0	                 0	          0	
  4476542	  1.566211	         0	           0	            0	                 0	          0	
  4476592	  1.326414	         0	           0	            0	                 0	          0	
  4476642	  1.874918	         0	           0	            0	                 0	          0	
  4476692	  1.708333	         0	           0	            0	                 0	          0	
  4476742	 0.7773281	         0	           0	            0	                 0	          0	
  4476792	  1.380326	         0	           0	            0	                 0	          0	
  4476842	  2.140464	         0	           0	            0	                 0	          0	
  4476892	  1.745204	         0	           0	            0	                 0	          0	
  4476942	  1.467401	         0	           0	            0	                 0	          0	
  4476992	  1.569495	         0	           0	            0	                 0	          0	
  4477042	  1.423476	         0	           0	            0	                 0	          0	
  4477092	  1.249485	         0	           0	            0	                 0	          0	
  4477142	  1.197728	         0	           0	            0	                 0	          0	
  4477192	  1.110478	         0	           0	            0	                 0	          0	
  4477242	  1.470784	         0	           0	            0	                 0	          0	
  4477292	  1.970928	         0	           0	            0	                 0	          0	
  4477342	  1.427641	         0	           0	            0	                 0	          0	
  4477392	  1.318467	         0	           0	            0	                 0	          0	
  4477442	   1.35058	         0	           0	            0	                 0	          0	
  4477492	  1.067511	         0	           0	            0	                 0	          0	
  4477542	 0.8268657	         0	           0	            0	                 0	          0	
  4477592	 0.7202103	         0	           0	            0	                 0	          0	
  4477642	 0.8204011	         0	           0	            0	                 0	          0	
  4477692	  1.008398	         0	           0	            0	                 0	          0	
  4477742	  1.505195	         0	           0	            0	                 0	          0	
  4477792	   1.78088	         0	           0	            0	                 0	          0	
  4477842	  1.049532	         0	           0	            0	                 0	          0	
  4477892	 0.6719121	         0	           0	            0	                 0	          0	
  4477942	 0.2000806	         0	           0	            0	                 0	          0	
  4477992	 0.5009818	         0	           0	            0	                 0	          0	
  4478042	 0.9113275	         0	           0	            0	                 0	          0	
  4478092	  1.183787	         0	           0	            0	                 0	          0	
  4478142	 0.4200838	         0	           0	            0	                 0	          0	
  4478192	 0.6316764	         0	           0	            0	                 0	          0	
  4478242	  0.492423	         0	           0	            0	                 0	          0	
  4478292	   0.71297	         0	           0	            0	                 0	          0	
  4478342	  1.001179	         0	           0	            0	                 0	          0	
  4478392	 0.9966073	         0	           0	            0	                 0	          0	
  4478442	  0.783842	         0	           0	            0	                 0	          0	
  4478492	 0.9454564	         0	           0	            0	                 0	          0	
  4478542	 0.7645062	         0	           0	            0	                 0	          0	
  4478592	 0.6552376	         0	           0	            0	                 0	          0	
  4478642	 0.6850764	         0	           0	            0	                 0	          0	
  4478692	 0.8118802	         0	           0	            0	                 0	          0	
  4478742	 0.9305052	         0	           0	            0	                 0	          0	
  4478792	 0.8928341	         0	           0	            0	                 0	          0	
  4478842	 0.7683274	         0	           0	            0	                 0	          0	
  4478892	 0.7534653	         0	           0	            0	                 0	          0	
  4478942	 0.8985711	         0	           0	            0	                 0	          0	
  4478992	 0.8541499	         0	           0	            0	                 0	          0	
  4479042	  1.437063	         0	           0	            0	                 0	          0	
  4479092	  1.104378	         0	           0	            0	                 0	          0	
  4479142	  1.301847	         0	           0	            0	                 0	          0	
  4479192	 0.9071804	         0	           0	            0	                 0	          0	
  4479242	 0.9044382	         0	           0	            0	                 0	          0	
  4479292	  0.631958	         0	           0	            0	                 0	          0	
  4479342	  0.385847	         0	           0	            0	                 0	          0	
  4479392	 0.5483544	         0	           0	            0	                 0	          0	
  4479442	 0.6750379	         0	           0	            0	                 0	          0	
  4479492	 0.7833934	         0	           0	            0	                 0	          0	
  4479542	 0.8544227	         0	           0	            0	                 0	          0	
  4479592	  1.010663	         0	           0	            0	                 0	          0	
  4479642	 0.7603614	         0	           0	            0	                 0	          0	
  4479692	 0.7091469	         0	           0	            0	                 0	          0	
  4479742	  1.344311	         0	           0	            0	                 0	          0	
