TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  4412642	  1.630893	         0	           0	            0	                 0	          0	
  4412692	   1.77469	         0	           0	            0	                 0	          0	
  4412742	  1.775605	         0	           0	            0	                 0	          0	
  4412792	  1.850368	         0	           0	            0	                 0	          0	
  4412842	  1.917831	         0	           0	            0	                 0	          0	
  4412892	  1.774624	         0	           0	            0	                 0	          0	
  4412942	  1.724026	         0	           0	            0	                 0	          0	
  4412992	  1.661535	         0	           0	            0	                 0	          0	
  4413042	  1.641703	         0	           0	            0	                 0	          0	
  4413092	 0.9230736	         0	           0	            0	                 0	          0	
  4413142	 0.7514439	         0	           0	            0	                 0	          0	
  4413192	  1.854857	         0	           0	            0	                 0	          0	
  4413242	  1.645976	         0	           0	            0	                 0	          0	
  4413292	  1.674495	         0	           0	            0	                 0	          0	
  4413342	  1.829166	         0	           0	            0	                 0	          0	
  4413392	 0.7547716	         0	           0	            0	                 0	          0	
  4413442	  0.520389	         0	           0	            0	                 0	          0	
  4413492	 0.6653963	         0	           0	            0	                 0	          0	
  4413542	 0.9066479	         0	           0	            0	                 0	          0	
  4413592	 0.9562841	         0	           0	            0	                 0	          0	
  4413642	 0.9451156	         0	           0	            0	                 0	          0	
  4413692	   1.20771	         0	           0	            0	                 0	          0	
  4413742	  1.198367	         0	           0	            0	                 0	          0	
  4413792	 0.7956908	         0	           0	            0	                 0	          0	
  4413842	 0.9499626	         0	           0	            0	                 0	          0	
  4413892	 0.9062278	         0	           0	            0	                 0	          0	
  4413942	   1.05243	         0	           0	            0	                 0	          0	
  4413992	 0.9759892	         0	           0	            0	                 0	          0	
  4414042	 0.6971099	         0	           0	            0	                 0	          0	
  4414092	 0.8452969	         0	           0	            0	                 0	          0	
  4414142	  1.419871	         0	           0	            0	                 0	          0	
  4414192	   1.42761	         0	           0	            0	                 0	          0	
  4414242	 0.8828129	         0	           0	            0	                 0	          0	
  4414292	 0.4844967	         0	           0	            0	                 0	          0	
  4414342	 0.4069724	         0	           0	            0	                 0	          0	
  4414392	 0.7041098	         0	           0	            0	                 0	          0	
  4414442	  1.015451	         0	           0	            0	                 0	          0	
  4414492	 0.8113999	         0	           0	            0	                 0	          0	
  4414542	 0.8225152	         0	           0	            0	                 0	          0	
  4414592	 0.9187054	         0	           0	            0	                 0	          0	
  4414642	  1.193185	         0	           0	            0	                 0	          0	
  4414692	  1.248419	         0	           0	            0	                 0	          0	
  4414742	 0.8498486	         0	           0	            0	                 0	          0	
  4414792	 0.7925876	         0	           0	            0	                 0	          0	
  4414842	 0.7930146	         0	           0	            0	                 0	          0	
  4414892	  0.641731	         0	           0	            0	                 0	          0	
  4414942	  0.367118	         0	           0	            0	                 0	          0	
  4414992	 0.3941803	         0	           0	            0	                 0	          0	
  4415042	 0.8468211	         0	           0	            0	                 0	          0	
  4415092	   1.10638	         0	           0	            0	                 0	          0	
  4415142	  1.013266	         0	           0	            0	                 0	          0	
  4415192	 0.7754043	         0	           0	            0	                 0	          0	
  4415242	  1.018987	         0	           0	            0	                 0	          0	
  4415292	 0.9318848	         0	           0	            0	                 0	          0	
  4415342	 0.8039579	         0	           0	            0	                 0	          0	
  4415392	   1.25794	         0	           0	            0	                 0	          0	
  4415442	 0.7619252	         0	           0	            0	                 0	          0	
  4415492	  1.005272	         0	           0	            0	                 0	          0	
  4415542	  1.043804	         0	           0	            0	                 0	          0	
  4415592	  0.844951	         0	           0	            0	                 0	          0	
  4415642	 0.9267175	         0	           0	            0	                 0	          0	
  4415692	  0.986402	         0	           0	            0	                 0	          0	
  4415742	 0.9504884	         0	           0	            0	                 0	          0	
  4415792	  1.100301	         0	           0	            0	                 0	          0	
  4415842	 0.6509214	         0	           0	            0	                 0	          0	
  4415892	 0.4601563	         0	           0	            0	                 0	          0	
  4415942	 0.8527299	         0	           0	            0	                 0	          0	
  4415992	   1.03478	         0	           0	            0	                 0	          0	
  4416042	   1.11156	         0	           0	            0	                 0	          0	
