TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  9795992	  17.54772	       -97	          63	            0	                 0	          0	
  9796042	  17.94916	       -98	          62	            0	                 0	          0	
  9796092	   17.9991	       -97	          63	            0	                 0	          0	
  9796142	  17.80503	       -97	          66	            0	                 0	          0	
  9796192	  17.89066	       -98	          65	            0	                 0	          0	
  9796242	  18.19189	       -98	          63	            0	                 0	          0	
  9796292	  18.42561	       -98	          62	            0	                 0	          0	
  9796342	  18.37435	       -98	          63	            0	                 0	          0	
  9796392	  18.22279	       -96	          64	            0	                 0	          0	
  9796442	  18.03404	       -96	          65	            0	                 0	          0	
  9796492	   17.9915	       -96	          66	            0	                 0	          0	
  9796542	  17.83952	       -94	          65	            0	                 0	          0	
  9796592	  17.70285	       -95	          67	            0	                 0	          0	
  9796642	  17.90456	       -95	          66	            0	                 0	          0	
  9796692	  18.05166	       -94	          65	            0	                 0	          0	
  9796742	  17.64388	       -95	          68	            0	                 0	          0	
  9796792	  17.24325	       -95	          70	            0	                 0	          0	
  9796842	   17.4708	       -96	          67	            0	                 0	          0	
  9796892	  17.68578	       -95	          66	            0	                 0	          0	
  9796942	  17.44663	       -95	          69	            0	                 0	          0	
  9796992	  17.64922	       -96	          68	            0	                 0	          0	
  9797042	  18.07155	       -95	          65	            0	                 0	          0	
  9797092	  17.93684	       -96	          67	            0	                 0	          0	
  9797142	  17.58679	       -96	          69	            0	                 0	          0	
  9797192	  17.37899	       -97	          71	            0	                 0	          0	
  9797242	  17.58525	       -96	          72	            0	                 0	          0	
  9797292	  17.35277	       -95	          72	            0	                 0	          0	
  9797342	  17.08901	       -96	          71	            0	                 0	          0	
  9797392	  17.43335	       -96	          72	            0	                 0	          0	
  9797442	  17.25813	       -96	          74	            0	                 0	          0	
  9797492	   17.3015	       -95	          73	            0	                 0	          0	
  9797542	  17.60431	       -95	          71	            0	                 0	          0	
  9797592	  17.43635	       -94	          71	            0	                 0	          0	
  9797642	  17.64021	       -94	          71	            0	                 0	          0	
  9797692	  17.54831	       -95	          72	            0	                 0	          0	
  9797742	  17.18381	       -96	          72	            0	                 0	          0	
  9797792	  17.61549	       -95	          69	            0	                 0	          0	
  9797842	  17.51888	       -95	          72	            0	                 0	          0	
  9797892	  17.20031	       -96	          74	            0	                 0	          0	
  9797942	   17.4592	       -96	          72	            0	                 0	          0	
  9797992	  17.54349	       -96	          72	            0	                 0	          0	
  9798042	  17.37847	       -95	          74	            0	                 0	          0	
  9798092	  17.23187	       -95	          74	            0	                 0	          0	
  9798142	  17.28723	       -96	          73	            0	                 0	          0	
  9798192	  17.17151	       -95	          75	            0	                 0	          0	
  9798242	  16.87898	       -95	          77	            0	                 0	          0	
  9798292	  16.81905	       -95	          78	            0	                 0	          0	
  9798342	   16.9331	       -95	          77	            0	                 0	          0	
