TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  4511592	  1.267588	         0	           0	            0	                 0	          0	
  4511642	 0.8429903	         0	           0	            0	                 0	          0	
  4511692	 0.8121402	         0	           0	            0	                 0	          0	
  4511742	  1.036952	         0	           0	            0	                 0	          0	
  4511792	  1.362037	         0	           0	            0	                 0	          0	
  4511842	  1.112773	         0	           0	            0	                 0	          0	
  4511892	  1.552178	         0	           0	            0	                 0	          0	
  4511942	  1.280849	         0	           0	            0	                 0	          0	
  4511992	  1.102381	         0	           0	            0	                 0	          0	
  4512042	  1.515075	         0	           0	            0	                 0	          0	
  4512092	 0.9317829	         0	           0	            0	                 0	          0	
  4512142	 0.9510776	         0	           0	            0	                 0	          0	
  4512192	  1.055307	         0	           0	            0	                 0	          0	
  4512242	 0.7278939	         0	           0	            0	                 0	          0	
  4512292	 0.9115119	         0	           0	            0	                 0	          0	
  4512342	 0.8779426	         0	           0	            0	                 0	          0	
  4512392	 0.7319681	         0	           0	            0	                 0	          0	
  4512442	 0.7677912	         0	           0	            0	                 0	          0	
  4512492	 0.8790113	         0	           0	            0	                 0	          0	
  4512542	  0.689896	         0	           0	            0	                 0	          0	
  4512592	 0.5047164	         0	           0	            0	                 0	          0	
  4512642	 0.8394932	         0	           0	            0	                 0	          0	
  4512692	  1.397265	         0	           0	            0	                 0	          0	
  4512742	  1.304755	         0	           0	            0	                 0	          0	
  4512792	  1.027229	         0	           0	            0	                 0	          0	
  4512842	  0.934987	         0	           0	            0	                 0	          0	
  4512892	 0.9524912	         0	           0	            0	                 0	          0	
  4512942	 0.8730631	         0	           0	            0	                 0	          0	
  4512992	 0.8239073	         0	           0	            0	                 0	          0	
  4513042	 0.8673363	         0	           0	            0	                 0	          0	
  4513092	 0.8807364	         0	           0	            0	                 0	          0	
  4513142	 0.8188418	         0	           0	            0	                 0	          0	
  4513192	  1.005246	         0	           0	            0	                 0	          0	
  4513242	  1.335965	         0	           0	            0	                 0	          0	
  4513292	  2.346559	         0	           0	            0	                 0	          0	
  4513342	  1.693027	         0	           0	            0	                 0	          0	
  4513392	  1.081968	         0	           0	            0	                 0	          0	
  4513442	  1.097622	         0	           0	            0	                 0	          0	
  4513492	 0.9255723	         0	           0	            0	                 0	          0	
  4513542	    1.0698	         0	           0	            0	                 0	          0	
  4513592	 0.8286207	         0	           0	            0	                 0	          0	
  4513642	 0.9718729	         0	           0	            0	                 0	          0	
  4513692	 0.8593008	         0	           0	            0	                 0	          0	
  4513742	  1.604933	         0	           0	            0	                 0	          0	
  4513792	  1.207523	         0	           0	            0	                 0	          0	
  4513842	 0.9507947	         0	           0	            0	                 0	          0	
  4513892	  1.494372	         0	           0	            0	                 0	          0	
  4513942	  1.767849	         0	           0	            0	                 0	          0	
  4513992	   1.42305	         0	           0	            0	                 0	          0	
  4514042	 0.7728164	         0	           0	            0	                 0	          0	
  4514092	  1.050066	         0	           0	            0	                 0	          0	
  4514142	   1.62214	         0	           0	            0	                 0	          0	
  4514192	  1.215286	         0	           0	            0	                 0	          0	
  4514242	 0.9741908	         0	           0	            0	                 0	          0	
  4514292	 0.4669774	         0	           0	            0	                 0	          0	
  4514342	 0.7401803	         0	           0	            0	                 0	          0	
  4514392	 0.6489012	         0	           0	            0	                 0	          0	
  4514442	  1.045603	         0	           0	            0	                 0	          0	
  4514492	  1.015491	         0	           0	            0	                 0	          0	
  4514542	  1.215586	         0	           0	            0	                 0	          0	
  4514592	  1.058268	         0	           0	            0	                 0	          0	
  4514642	 0.9328045	         0	           0	            0	                 0	          0	
  4514692	  1.087596	         0	           0	            0	                 0	          0	
  4514742	  1.211764	         0	           0	            0	                 0	          0	
  4514792	 0.9297223	         0	           0	            0	                 0	          0	
  4514842	 0.8735491	         0	           0	            0	                 0	          0	
  4514892	 0.6649246	         0	           0	            0	                 0	          0	
  4514942	 0.9787143	         0	           0	            0	                 0	          0	
  4514992	  1.949453	         0	           0	            0	                 0	          0	
  4515042	  2.533929	         0	           0	            0	                 0	          0	
  4515092	  1.916796	         0	           0	            0	                 0	          0	
  4515142	  1.817692	         0	           0	            0	                 0	          0	
  4515192	  1.937912	         0	           0	            0	                 0	          0	
  4515242	  1.897329	         0	           0	            0	                 0	          0	
  4515292	    1.4863	         0	           0	            0	                 0	          0	
  4515342	  1.299653	         0	           0	            0	                 0	          0	
  4515392	 0.8869799	         0	           0	            0	                 0	          0	
  4515442	 0.9564667	         0	           0	            0	                 0	          0	
  4515492	  1.048714	         0	           0	            0	                 0	          0	
  4515542	 0.9716289	         0	           0	            0	                 0	          0	
  4515592	  1.777757	         0	           0	            0	                 0	          0	
  4515642	  2.614022	         0	           0	            0	                 0	          0	
  4515692	  1.736317	         0	           0	            0	                 0	          0	
  4515742	  1.694458	         0	           0	            0	                 0	          0	
  4515792	  2.246197	         0	           0	            0	                 0	          0	
  4515842	  2.853185	         0	           0	            0	                 0	          0	
  4515892	  2.575452	         0	           0	            0	                 0	          0	
  4515942	  1.636863	         0	           0	            0	                 0	          0	
  4515992	  1.533906	         0	           0	            0	                 0	          0	
  4516042	  1.341425	         0	           0	            0	                 0	          0	
  4516092	  1.659443	         0	           0	            0	                 0	          0	
  4516142	  1.884869	         0	           0	            0	                 0	          0	
  4516192	  1.977271	         0	           0	            0	                 0	          0	
  4516242	  1.836939	         0	           0	            0	                 0	          0	
  4516292	  1.626872	         0	           0	            0	                 0	          0	
  4516342	  1.950312	         0	           0	            0	                 0	          0	
  4516392	  1.228056	         0	           0	            0	                 0	          0	
  4516442	  1.353857	         0	           0	            0	                 0	          0	
  4516492	    2.1293	         0	           0	            0	                 0	          0	
  4516542	  1.043491	         0	           0	            0	                 0	          0	
  4516592	  1.052465	         0	           0	            0	                 0	          0	
  4516642	  1.844983	         0	           0	            0	                 0	          0	
  4516692	  2.035709	         0	           0	            0	                 0	          0	
  4516742	  2.111881	         0	           0	            0	                 0	          0	
  4516792	  2.018731	         0	           0	            0	                 0	          0	
  4516842	  1.314398	         0	           0	            0	                 0	          0	
  4516892	  1.002622	         0	           0	            0	                 0	          0	
  4516942	  1.540291	         0	           0	            0	                 0	          0	
  4516992	  1.660463	         0	           0	            0	                 0	          0	
  4517042	  1.485222	         0	           0	            0	                 0	          0	
  4517092	  1.872669	         0	           0	            0	                 0	          0	
  4517142	  1.700472	         0	           0	            0	                 0	          0	
  4517192	  1.231023	         0	           0	            0	                 0	          0	
  4517242	 0.9218268	         0	           0	            0	                 0	          0	
  4517292	  1.014704	         0	           0	            0	                 0	          0	
  4517342	  2.095525	         0	           0	            0	                 0	          0	
  4517392	  2.557474	         0	           0	            0	                 0	          0	
  4517442	   2.13533	         0	           0	            0	                 0	          0	
  4517492	  1.926161	         0	           0	            0	                 0	          0	
  4517542	  2.224714	         0	           0	            0	                 0	          0	
  4517592	  2.362584	         0	           0	            0	                 0	          0	
  4517642	  2.599684	         0	           0	            0	                 0	          0	
  4517692	  2.440235	         0	           0	            0	                 0	          0	
  4517742	  2.070746	         0	           0	            0	                 0	          0	
  4517792	   2.00572	         0	           0	            0	                 0	          0	
  4517842	  2.019003	         0	           0	            0	                 0	          0	
  4517892	  2.408904	         0	           0	            0	                 0	          0	
  4517942	  1.402154	         0	           0	            0	                 0	          0	
  4517992	 0.5237486	         0	           0	            0	                 0	          0	
  4518042	    1.4689	         0	           0	            0	                 0	          0	
  4518092	  1.872919	         0	           0	            0	                 0	          0	
  4518142	  1.060998	         0	           0	            0	                 0	          0	
  4518192	  1.284002	         0	           0	            0	                 0	          0	
  4518242	  1.841878	         0	           0	            0	                 0	          0	
  4518292	  2.065452	         0	           0	            0	                 0	          0	
  4518342	   2.61116	         0	           0	            0	                 0	          0	
  4518392	  2.253882	         0	           0	            0	                 0	          0	
  4518442	  1.468497	         0	           0	            0	                 0	          0	
