TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  4435942	  2.763891	         0	           0	            0	                 0	          0	
  4435992	  3.004062	         0	           0	            0	                 0	          0	
  4436042	  2.306369	         0	           0	            0	                 0	          0	
  4436092	  1.682005	         0	           0	            0	                 0	          0	
  4436142	   1.97048	         0	           0	            0	                 0	          0	
  4436192	  2.347872	         0	           0	            0	                 0	          0	
  4436242	  2.017282	         0	           0	            0	                 0	          0	
  4436292	  1.644846	         0	           0	            0	                 0	          0	
  4436342	  2.021544	         0	           0	            0	                 0	          0	
  4436392	  2.564067	         0	           0	            0	                 0	          0	
  4436442	   2.53936	         0	           0	            0	                 0	          0	
  4436492	  1.387065	         0	           0	            0	                 0	          0	
  4436542	  1.151739	         0	           0	            0	                 0	          0	
  4436592	  1.598483	         0	           0	            0	                 0	          0	
  4436642	  1.682023	         0	           0	            0	                 0	          0	
  4436692	  1.308622	         0	           0	            0	                 0	          0	
  4436742	 0.9125374	         0	           0	            0	                 0	          0	
  4436792	 0.7885185	         0	           0	            0	                 0	          0	
  4436842	  1.159001	         0	           0	            0	                 0	          0	
  4436892	  1.568517	         0	           0	            0	                 0	          0	
  4436942	  1.838082	         0	           0	            0	                 0	          0	
  4436992	  1.183469	         0	           0	            0	                 0	          0	
  4437042	 0.5770451	         0	           0	            0	                 0	          0	
  4437092	  1.081293	         0	           0	            0	                 0	          0	
  4437142	 0.9222883	         0	           0	            0	                 0	          0	
  4437192	 0.7724966	         0	           0	            0	                 0	          0	
  4437242	  1.650044	         0	           0	            0	                 0	          0	
  4437292	  1.250957	         0	           0	            0	                 0	          0	
  4437342	  1.010049	         0	           0	            0	                 0	          0	
  4437392	  1.023466	         0	           0	            0	                 0	          0	
  4437442	  1.053193	         0	           0	            0	                 0	          0	
  4437492	 0.9540697	         0	           0	            0	                 0	          0	
  4437542	 0.7357687	         0	           0	            0	                 0	          0	
  4437592	 0.6562233	         0	           0	            0	                 0	          0	
  4437642	 0.7344229	         0	           0	            0	                 0	          0	
  4437692	 0.6197242	         0	           0	            0	                 0	          0	
  4437742	 0.4809176	         0	           0	            0	                 0	          0	
  4437792	  1.007959	         0	           0	            0	                 0	          0	
  4437842	  1.608124	         0	           0	            0	                 0	          0	
  4437892	  0.848493	         0	           0	            0	                 0	          0	
  4437942	   1.08259	         0	           0	            0	                 0	          0	
  4437992	  1.015778	         0	           0	            0	                 0	          0	
  4438042	  0.995573	         0	           0	            0	                 0	          0	
  4438092	  1.110486	         0	           0	            0	                 0	          0	
  4438142	 0.7530296	         0	           0	            0	                 0	          0	
  4438192	 0.6768072	         0	           0	            0	                 0	          0	
  4438242	 0.7763472	         0	           0	            0	                 0	          0	
  4438292	  1.020682	         0	           0	            0	                 0	          0	
  4438342	  1.052601	         0	           0	            0	                 0	          0	
  4438392	  1.252125	         0	           0	            0	                 0	          0	
  4438442	  1.406325	         0	           0	            0	                 0	          0	
  4438492	   1.09481	         0	           0	            0	                 0	          0	
  4438542	  1.033795	         0	           0	            0	                 0	          0	
  4438592	 0.9417565	         0	           0	            0	                 0	          0	
  4438642	 0.8338278	         0	           0	            0	                 0	          0	
  4438692	 0.7481963	         0	           0	            0	                 0	          0	
  4438742	 0.9330206	         0	           0	            0	                 0	          0	
  4438792	  1.126963	         0	           0	            0	                 0	          0	
  4438842	  1.043833	         0	           0	            0	                 0	          0	
  4438892	  1.276147	         0	           0	            0	                 0	          0	
  4438942	  1.028164	         0	           0	            0	                 0	          0	
  4438992	 0.9008896	         0	           0	            0	                 0	          0	
  4439042	 0.8680846	         0	           0	            0	                 0	          0	
  4439092	 0.9932439	         0	           0	            0	                 0	          0	
  4439142	  1.194765	         0	           0	            0	                 0	          0	
  4439192	  1.167933	         0	           0	            0	                 0	          0	
  4439242	 0.9701697	         0	           0	            0	                 0	          0	
  4439292	 0.9520839	         0	           0	            0	                 0	          0	
  4439342	 0.9724109	         0	           0	            0	                 0	          0	
  4439392	 0.9125848	         0	           0	            0	                 0	          0	
  4439442	 0.8587595	         0	           0	            0	                 0	          0	
  4439492	 0.8164332	         0	           0	            0	                 0	          0	
  4439542	 0.6498507	         0	           0	            0	                 0	          0	
  4439592	 0.6245301	         0	           0	            0	                 0	          0	
  4439642	 0.5185263	         0	           0	            0	                 0	          0	
  4439692	 0.8334776	         0	           0	            0	                 0	          0	
  4439742	 0.8280317	         0	           0	            0	                 0	          0	
  4439792	  1.127931	         0	           0	            0	                 0	          0	
  4439842	  1.158334	         0	           0	            0	                 0	          0	
  4439892	  1.909982	         0	           0	            0	                 0	          0	
  4439942	 0.8942634	         0	           0	            0	                 0	          0	
  4439992	 0.6549984	         0	           0	            0	                 0	          0	
  4440042	 0.7878559	         0	           0	            0	                 0	          0	
  4440092	 0.8024586	         0	           0	            0	                 0	          0	
  4440142	  1.161352	         0	           0	            0	                 0	          0	
  4440192	  1.648719	         0	           0	            0	                 0	          0	
  4440242	  1.665724	         0	           0	            0	                 0	          0	
  4440292	   1.93475	         0	           0	            0	                 0	          0	
  4440342	  1.397231	         0	           0	            0	                 0	          0	
  4440392	  0.580245	         0	           0	            0	                 0	          0	
  4440442	  0.896192	         0	           0	            0	                 0	          0	
  4440492	 0.8549266	         0	           0	            0	                 0	          0	
  4440542	 0.5892102	         0	           0	            0	                 0	          0	
  4440592	 0.7630495	         0	           0	            0	                 0	          0	
  4440642	  0.981589	         0	           0	            0	                 0	          0	
  4440692	  1.110572	         0	           0	            0	                 0	          0	
  4440742	   1.27747	         0	           0	            0	                 0	          0	
  4440792	 0.6974389	         0	           0	            0	                 0	          0	
  4440842	 0.7289674	         0	           0	            0	                 0	          0	
  4440892	 0.7613688	         0	           0	            0	                 0	          0	
  4440942	  1.075601	         0	           0	            0	                 0	          0	
  4440992	  1.566599	         0	           0	            0	                 0	          0	
  4441042	  1.170329	         0	           0	            0	                 0	          0	
  4441092	 0.7454084	         0	           0	            0	                 0	          0	
  4441142	 0.7316188	         0	           0	            0	                 0	          0	
  4441192	 0.7717432	         0	           0	            0	                 0	          0	
  4441242	 0.8362205	         0	           0	            0	                 0	          0	
  4441292	  1.137065	         0	           0	            0	                 0	          0	
  4441342	  1.499604	         0	           0	            0	                 0	          0	
  4441392	  1.682756	         0	           0	            0	                 0	          0	
