PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
      9684924	         -1	          0	     300	     4	       153	                36	                   0	
      9685024	         -1	          0	     400	     5	       153	                36	                   0	
      9685124	         -1	          0	     500	     5	       153	                37	                   0	
      9685224	         -1	          0	     600	     5	       153	                37	                   0	
      9685324	         -1	          0	     700	     6	       152	                37	                   0	
      9685424	         -1	          0	     800	     6	       152	                37	                   0	
      9685524	         -1	          0	     900	     6	       152	                38	                   0	
      9685624	         -1	          0	    1000	     6	       152	                38	                   0	
      9685724	         -1	          0	    1100	     7	       152	                38	                   0	
      9685824	         -1	          0	    1200	     7	       151	                39	                   0	
      9685923	         -1	          0	    1300	     8	       151	                39	                   0	
      9686023	         -1	          0	    1400	     8	       152	                39	                   0	
      9686123	         -1	          0	    1500	     8	       151	                40	                   0	
      9686223	         -1	          0	    1600	     8	       151	                40	                   0	
      9686324	         -1	          0	    1700	     8	       151	                40	                   0	
      9686423	         -1	          0	    1800	     9	       151	                41	                   0	
      9686523	         -1	          0	    1900	     9	       151	                41	                   0	
      9686623	         -1	          0	    2000	     9	       151	                41	                   0	
      9686723	         -1	          0	    2100	     9	       150	                42	                   0	
      9686823	         -1	          0	    2200	     9	       150	                42	                   0	
      9686923	         -1	          0	    2300	     9	       150	                42	                   0	
      9687023	         -1	          0	    2400	    10	       150	                43	                   0	
      9687123	         -1	          0	    2500	    10	       150	                43	                   0	
      9687223	         -1	          0	    2600	    10	       150	                43	                   0	
      9687323	         -1	          0	    2700	    10	       150	                44	                   0	
      9687423	         -1	          0	    2800	    10	       150	                44	                   0	
      9687523	         -1	          0	    2900	    10	       150	                44	                   0	
      9687623	         -1	          0	    3000	    10	       150	                44	                   0	
      9687723	         -1	          0	    3100	    11	       150	                45	                   0	
      9687823	         -1	          0	    3200	    11	       150	                45	                   0	
      9687923	         -1	          0	    3300	    11	       149	                45	                   0	
      9688023	         -1	          0	    3400	    11	       149	                45	                   0	
      9688123	         -1	          0	    3500	    11	       149	                46	                   0	
      9688226	         -1	          0	    3600	    11	       149	                46	                   0	
      9688326	         -1	          0	    3700	    11	       149	                46	                   0	
