PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
      4595120	         -1	          0	    2400	     9	       100	                43	                   0	
      4595220	         -1	          0	    2500	     9	       100	                43	                   0	
      4595320	         -1	          0	    2600	     9	       101	                44	                   0	
      4595420	         -1	          0	    2700	     9	       100	                44	                   0	
      4595520	         -1	          0	    2800	     9	       101	                44	                   0	
      4595620	         -1	          0	    2900	     9	       101	                44	                   0	
      4595720	         -1	          0	    3000	    10	       101	                44	                   0	
      4595820	         -1	          0	    3100	    10	       100	                45	                   0	
      4595920	         -1	          0	    3200	    10	       100	                45	                   0	
      4596020	         -1	          0	    3300	    10	       100	                45	                   0	
      4596120	         -1	          0	    3400	    10	       100	                46	                   0	
      4596220	         -1	          0	    3500	    10	       100	                46	                   0	
      4596320	         -1	          0	    3600	    10	       100	                46	                   0	
      4596420	         -1	          0	    3700	    10	       100	                46	                   0	
      4596520	         -1	          0	    3800	    10	       100	                46	                   0	
      4596620	         -1	          0	    3900	    10	       100	                46	                   0	
      4596720	         -1	          0	    4000	    11	       100	                47	                   0	
      4596819	         -1	          0	    4100	    11	       100	                47	                   0	
      4596920	         -1	          0	    4200	    11	       100	                47	                   0	
      4597019	         -1	          0	    4300	    11	       100	                47	                   0	
      4597119	         -1	          0	    4400	    11	       100	                47	                   0	
      4597219	         -1	          0	    4500	    11	       100	                47	                   0	
      4597319	         -1	          0	    4600	    11	       100	                48	                   0	
      4597419	         -1	          0	    4700	    11	       100	                48	                   0	
      4597519	         -1	          0	    4800	    12	       100	                48	                   0	
      4597619	         -1	          0	    4900	    11	       100	                48	                   0	
      4597719	         -1	          0	    5000	    11	       100	                48	                   0	
      4597819	         -1	          0	    5100	    12	       100	                48	                   0	
      4597919	         -1	          0	    5200	    12	       100	                49	                   0	
      4598019	         -1	          0	    5300	    12	       100	                49	                   0	
      4598119	         -1	          0	    5400	    12	       100	                49	                   0	
      4598219	         -1	          0	    5500	    12	       100	                49	                   0	
      4598319	         -1	          0	    5600	    12	       100	                49	                   0	
      4598419	         -1	          0	    5700	    12	       100	                49	                   0	
      4598519	         -1	          0	    5800	    13	       100	                49	                   0	
      4598619	         -1	          0	    5900	    12	       100	                49	                   0	
      4598719	         -1	          0	    6000	    13	       100	                49	                   0	
      4598819	         -1	          0	    6100	    13	       100	                50	                   0	
      4598919	         -1	          0	    6200	    13	       100	                50	                   0	
      4599019	         -1	          0	    6300	    12	        99	                50	                   0	
      4599119	         -1	          0	    6400	    13	       100	                50	                   0	
      4599219	         -1	          0	    6500	    13	        99	                50	                   0	
      4599319	         -1	          0	    6600	    13	       100	                50	                   0	
      4599419	         -1	          0	    6700	    13	        99	                50	                   0	
      4599519	         -1	          0	    6800	    13	        99	                50	                   0	
      4599619	         -1	          0	    6900	    13	        99	                50	                   0	
