PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
     10115556	         -1	          0	    3500	     9	       100	                45	                   0	
     10115656	         -1	          0	    3600	     9	       100	                45	                   0	
     10115756	         -1	          0	    3700	     9	       100	                46	                   0	
     10115856	         -1	          0	    3800	     9	       100	                46	                   0	
     10115956	         -1	          0	    3900	     9	       100	                46	                   0	
     10116056	         -1	          0	    4000	     9	       100	                46	                   0	
     10116156	         -1	          0	    4100	    10	       100	                46	                   0	
     10116256	         -1	          0	    4200	    10	       100	                46	                   0	
     10116356	         -1	          0	    4300	    10	       100	                46	                   0	
     10116456	         -1	          0	    4400	    10	       100	                47	                   0	
     10116556	         -1	          0	    4500	    10	       100	                47	                   0	
     10116656	         -1	          0	    4600	    10	       100	                47	                   0	
     10116756	         -1	          0	    4700	    11	       100	                47	                   0	
     10116856	         -1	          0	    4800	    11	       100	                47	                   0	
     10116956	         -1	          0	    4900	    10	       100	                47	                   0	
     10117056	         -1	          0	    5000	    11	       100	                47	                   0	
     10117156	         -1	          0	    5100	    11	       100	                47	                   0	
     10117256	         -1	          0	    5200	    11	       100	                47	                   0	
     10117356	         -1	          0	    5300	    11	       100	                48	                   0	
     10117456	         -1	          0	    5400	    12	       100	                48	                   0	
     10117556	         -1	          0	    5500	    12	       100	                48	                   0	
     10117656	         -1	          0	    5600	    11	       100	                48	                   0	
     10117756	         -1	          0	    5700	    12	       100	                48	                   0	
     10117856	         -1	          0	    5800	    12	       100	                48	                   0	
     10117956	         -1	          0	    5900	    12	       100	                48	                   0	
     10118056	         -1	          0	    6000	    12	       100	                48	                   0	
     10118156	         -1	          0	    6100	    12	       100	                48	                   0	
     10118256	         -1	          0	    6200	    12	       100	                49	                   0	
     10118356	         -1	          0	    6300	    13	       100	                49	                   0	
     10118456	         -1	          0	    6400	    12	       100	                49	                   0	
     10118556	         -1	          0	    6500	    13	       100	                49	                   0	
     10118659	         -1	          0	    6600	    13	       100	                49	                   0	
     10118759	         -1	          0	    6700	    13	       100	                49	                   0	
     10118859	         -1	          0	    6800	    13	        99	                49	                   0	
     10118959	         -1	          0	    6900	    13	       100	                49	                   0	
     10119059	         -1	          0	    7000	    14	       100	                49	                   0	
     10119159	         -1	          0	    7100	    14	       100	                49	                   0	
     10119259	         -1	          0	    7200	    14	       100	                49	                   0	
     10119359	         -1	          0	    7300	    13	       100	                50	                   0	
