PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
      4475837	         -1	          0	    1200	     8	       104	                38	                   0	
      4475937	         -1	          0	    1300	     9	       104	                38	                   0	
      4476036	         -1	          0	    1400	     9	       104	                38	                   0	
      4476136	         -1	          0	    1500	     9	       104	                39	                   0	
      4476236	         -1	          0	    1600	     9	       104	                39	                   0	
      4476337	         -1	          0	    1700	     9	       104	                40	                   0	
      4476436	         -1	          0	    1800	    10	       104	                40	                   0	
      4476536	         -1	          0	    1900	    10	       104	                40	                   0	
      4476636	         -1	          0	    2000	    10	       104	                41	                   0	
      4476736	         -1	          0	    2100	    10	       103	                41	                   0	
      4476836	         -1	          0	    2200	    10	       104	                41	                   0	
      4476936	         -1	          0	    2300	    10	       103	                42	                   0	
      4477036	         -1	          0	    2400	    11	       104	                42	                   0	
      4477136	         -1	          0	    2500	    11	       103	                42	                   0	
      4477236	         -1	          0	    2600	    11	       103	                43	                   0	
      4477336	         -1	          0	    2700	    11	       103	                43	                   0	
      4477436	         -1	          0	    2800	    11	       103	                43	                   0	
      4477536	         -1	          0	    2900	    11	       103	                43	                   0	
      4477636	         -1	          0	    3000	    12	       103	                44	                   0	
      4477736	         -1	          0	    3100	    12	       103	                44	                   0	
      4477836	         -1	          0	    3200	    12	       103	                44	                   0	
      4477936	         -1	          0	    3300	    12	       103	                44	                   0	
      4478036	         -1	          0	    3400	    12	       103	                45	                   0	
      4478136	         -1	          0	    3500	    12	       103	                45	                   0	
      4478236	         -1	          0	    3600	    12	       103	                45	                   0	
      4478336	         -1	          0	    3700	    12	       103	                45	                   0	
      4478436	         -1	          0	    3800	    12	       103	                46	                   0	
      4478536	         -1	          0	    3900	    12	       103	                46	                   0	
      4478636	         -1	          0	    4000	    13	       103	                46	                   0	
      4478736	         -1	          0	    4100	    13	       103	                46	                   0	
      4478836	         -1	          0	    4200	    13	       103	                46	                   0	
      4478936	         -1	          0	    4300	    13	       103	                47	                   0	
      4479036	         -1	          0	    4400	    13	       103	                47	                   0	
      4479136	         -1	          0	    4500	    13	       103	                47	                   0	
      4479236	         -1	          0	    4600	    13	       103	                47	                   0	
      4479336	         -1	          0	    4700	    14	       103	                47	                   0	
      4479436	         -1	          0	    4800	    14	       103	                47	                   0	
      4479536	         -1	          0	    4900	    14	       103	                48	                   0	
      4479636	         -1	          0	    5000	    13	       103	                48	                   0	
      4479736	         -1	          0	    5100	    14	       103	                48	                   0	
