TimeStamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
  4198092	  3.962047	         0	           0	            0	                 0	          0	
  4198142	  3.746024	         0	           0	            0	                 0	          0	
  4198192	  3.309524	         0	           0	            0	                 0	          0	
  4198242	  3.635783	         0	           0	            0	                 0	          0	
  4198292	  3.958247	         0	           0	            0	                 0	          0	
  4198342	  3.766999	         0	           0	            0	                 0	          0	
  4198392	  4.126408	         0	           0	            0	                 0	          0	
  4198442	  4.233879	         0	           0	            0	                 0	          0	
  4198492	   4.18622	         0	           0	            0	                 0	          0	
  4198542	  3.992125	         0	           0	            0	                 0	          0	
  4198592	  3.623626	         0	           0	            0	                 0	          0	
  4198642	  3.524199	         0	           0	            0	                 0	          0	
  4198692	  3.499818	         0	           0	            0	                 0	          0	
  4198742	  3.634629	         0	           0	            0	                 0	          0	
  4198792	  3.933558	         0	           0	            0	                 0	          0	
  4198842	  3.999198	         0	           0	            0	                 0	          0	
  4198892	  3.460223	         0	           0	            0	                 0	          0	
  4198942	  3.499716	         0	           0	            0	                 0	          0	
  4198992	  3.696076	         0	           0	            0	                 0	          0	
  4199042	  3.687013	         0	           0	            0	                 0	          0	
  4199092	  3.241355	         0	           0	            0	                 0	          0	
  4199142	  2.936851	         0	           0	            0	                 0	          0	
  4199192	  3.280901	         0	           0	            0	                 0	          0	
  4199242	  3.720993	         0	           0	            0	                 0	          0	
  4199292	  3.601666	         0	           0	            0	                 0	          0	
  4199342	  3.368081	         0	           0	            0	                 0	          0	
  4199392	  3.140521	         0	           0	            0	                 0	          0	
  4199442	  3.392595	         0	           0	            0	                 0	          0	
  4199492	  3.277819	         0	           0	            0	                 0	          0	
  4199542	  3.325885	         0	           0	            0	                 0	          0	
  4199592	  2.951419	         0	           0	            0	                 0	          0	
  4199642	   2.75319	         0	           0	            0	                 0	          0	
  4199692	  2.977676	         0	           0	            0	                 0	          0	
  4199742	  3.068032	         0	           0	            0	                 0	          0	
  4199792	  2.913349	         0	           0	            0	                 0	          0	
  4199842	  2.703805	         0	           0	            0	                 0	          0	
  4199892	  2.910965	         0	           0	            0	                 0	          0	
  4199942	  3.211034	         0	           0	            0	                 0	          0	
  4199992	  3.272199	         0	           0	            0	                 0	          0	
  4200042	  3.169353	         0	           0	            0	                 0	          0	
  4200092	  3.010588	         0	           0	            0	                 0	          0	
  4200142	  3.010286	         0	           0	            0	                 0	          0	
  4200192	  3.048133	         0	           0	            0	                 0	          0	
  4200242	  2.719428	         0	           0	            0	                 0	          0	
  4200292	  2.565404	         0	           0	            0	                 0	          0	
  4200342	  2.986649	         0	           0	            0	                 0	          0	
  4200392	  3.156396	         0	           0	            0	                 0	          0	
  4200442	    3.1816	         0	           0	            0	                 0	          0	
  4200492	  2.956453	         0	           0	            0	                 0	          0	
  4200542	  2.804752	         0	           0	            0	                 0	          0	
  4200592	  2.801007	         0	           0	            0	                 0	          0	
  4200642	  2.942216	         0	           0	            0	                 0	          0	
  4200692	  3.084987	         0	           0	            0	                 0	          0	
  4200742	  2.994946	         0	           0	            0	                 0	          0	
  4200792	  3.058378	         0	           0	            0	                 0	          0	
  4200842	  3.123792	         0	           0	            0	                 0	          0	
  4200892	   3.20241	         0	           0	            0	                 0	          0	
  4200942	  3.211984	         0	           0	            0	                 0	          0	
  4200992	  2.972213	         0	           0	            0	                 0	          0	
  4201042	  2.992545	         0	           0	            0	                 0	          0	
  4201092	   2.92402	         0	           0	            0	                 0	          0	
  4201142	   2.74951	         0	           0	            0	                 0	          0	
  4201192	  2.999853	         0	           0	            0	                 0	          0	
  4201242	  2.756781	         0	           0	            0	                 0	          0	
  4201292	  2.832181	         0	           0	            0	                 0	          0	
  4201342	  3.111619	         0	           0	            0	                 0	          0	
  4201392	  2.853623	         0	           0	            0	                 0	          0	
  4201442	  2.546303	         0	           0	            0	                 0	          0	
  4201492	  2.615497	         0	           0	            0	                 0	          0	
