PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
      4557420	         -1	          0	    1200	     8	       103	                38	                   0	
      4557520	         -1	          0	    1300	     9	       103	                39	                   0	
      4557620	         -1	          0	    1400	     9	       103	                39	                   0	
      4557720	         -1	          0	    1500	     9	       102	                40	                   0	
      4557820	         -1	          0	    1600	     9	       103	                40	                   0	
      4557920	         -1	          0	    1700	     9	       103	                40	                   0	
      4558020	         -1	          0	    1800	     9	       102	                41	                   0	
      4558120	         -1	          0	    1900	    10	       103	                41	                   0	
      4558220	         -1	          0	    2000	    10	       102	                42	                   0	
      4558320	         -1	          0	    2100	    10	       103	                42	                   0	
      4558420	         -1	          0	    2200	    10	       103	                42	                   0	
      4558520	         -1	          0	    2300	    10	       102	                43	                   0	
      4558620	         -1	          0	    2400	    10	       103	                43	                   0	
      4558720	         -1	          0	    2500	    10	       102	                43	                   0	
      4558820	         -1	          0	    2600	    10	       102	                44	                   0	
      4558920	         -1	          0	    2700	    10	       102	                44	                   0	
      4559020	         -1	          0	    2800	    10	       102	                44	                   0	
      4559120	         -1	          0	    2900	    10	       102	                45	                   0	
      4559220	         -1	          0	    3000	    11	       102	                45	                   0	
      4559320	         -1	          0	    3100	    10	       102	                45	                   0	
      4559420	         -1	          0	    3200	    11	       102	                46	                   0	
      4559520	         -1	          0	    3300	    11	       102	                46	                   0	
      4559620	         -1	          0	    3400	    11	       102	                46	                   0	
      4559720	         -1	          0	    3500	    11	       102	                46	                   0	
      4559820	         -1	          0	    3600	    11	       102	                47	                   0	
      4559920	         -1	          0	    3700	    11	       102	                47	                   0	
      4560020	         -1	          0	    3800	    11	       102	                47	                   0	
      4560120	         -1	          0	    3900	    11	       102	                47	                   0	
      4560220	         -1	          0	    4000	    11	       102	                48	                   0	
      4560320	         -1	          0	    4100	    11	       102	                48	                   0	
      4560420	         -1	          0	    4200	    11	       101	                48	                   0	
      4560520	         -1	          0	    4300	    11	       102	                48	                   0	
      4560620	         -1	          0	    4400	    11	       102	                48	                   0	
      4560720	         -1	          0	    4500	    11	       102	                48	                   0	
      4560820	         -1	          0	    4600	    11	       101	                49	                   0	
      4560920	         -1	          0	    4700	    11	       102	                49	                   0	
      4561020	         -1	          0	    4800	    11	       101	                49	                   0	
      4561120	         -1	          0	    4900	    11	       102	                49	                   0	
      4561220	         -1	          0	    5000	    12	       101	                49	                   0	
      4561320	         -1	          0	    5100	    12	       101	                49	                   0	
      4561420	         -1	          0	    5200	    12	       102	                49	                   0	
      4561520	         -1	          0	    5300	    12	       101	                50	                   0	
      4561620	         -1	          0	    5400	    12	       102	                50	                   0	
      4561720	         -1	          0	    5500	    12	       102	                50	                   0	
      4561820	         -1	          0	    5600	    12	       102	                50	                   0	
      4561920	         -1	          0	    5700	    12	       101	                50	                   0	
      4562020	         -1	          0	    5800	    12	       101	                50	                   0	
      4562120	         -1	          0	    5900	    12	       101	                50	                   0	
      4562219	         -1	          0	    6000	    12	       101	                50	                   0	
      4562319	         -1	          0	    6100	    12	       101	                51	                   0	
      4562419	         -1	          0	    6200	    12	       101	                51	                   0	
      4562519	         -1	          0	    6300	    12	       101	                51	                   0	
      4562619	         -1	          0	    6400	    12	       101	                51	                   0	
      4562719	         -1	          0	    6500	    12	       101	                51	                   0	
      4562819	         -1	          0	    6600	    12	       101	                51	                   0	
      4562919	         -1	          0	    6700	    12	       102	                51	                   0	
      4563019	         -1	          0	    6800	    12	       102	                51	                   0	
      4563119	         -1	          0	    6900	    12	       101	                51	                   0	
      4563219	         -1	          0	    7000	    13	       101	                51	                   0	
      4563319	         -1	          0	    7100	    13	       102	                52	                   0	
      4563419	         -1	          0	    7200	    12	       101	                52	                   0	
      4563519	         -1	          0	    7300	    12	       102	                52	                   0	
      4563619	         -1	          0	    7400	    13	       101	                52	                   0	
      4563719	         -1	          0	    7500	    13	       101	                52	                   0	
