PiuTimeStamp	Irrigation	Power Mode	AblTime1	Power1	Impedance1	DistalTemperature1	ProximalTemperature1	
      4667613	         -1	          0	    3500	     9	       100	                46	                   0	
      4667713	         -1	          0	    3600	     9	       100	                46	                   0	
      4667813	         -1	          0	    3700	     9	       100	                46	                   0	
      4667913	         -1	          0	    3800	     9	       100	                46	                   0	
      4668013	         -1	          0	    3900	     9	        99	                47	                   0	
      4668113	         -1	          0	    4000	    10	       100	                47	                   0	
      4668213	         -1	          0	    4100	    10	       100	                47	                   0	
      4668313	         -1	          0	    4200	    10	        99	                47	                   0	
      4668413	         -1	          0	    4300	    10	        99	                47	                   0	
      4668513	         -1	          0	    4400	    10	        99	                48	                   0	
      4668613	         -1	          0	    4500	    10	        99	                48	                   0	
      4668713	         -1	          0	    4600	    10	        99	                48	                   0	
      4668813	         -1	          0	    4700	    10	        99	                48	                   0	
      4668913	         -1	          0	    4800	    10	        99	                48	                   0	
      4669013	         -1	          0	    4900	    10	        99	                48	                   0	
      4669113	         -1	          0	    5000	    10	        99	                48	                   0	
      4669213	         -1	          0	    5100	    10	        99	                49	                   0	
      4669313	         -1	          0	    5200	    10	        99	                49	                   0	
      4669413	         -1	          0	    5300	    11	        99	                49	                   0	
      4669513	         -1	          0	    5400	    11	        99	                49	                   0	
      4669613	         -1	          0	    5500	    11	        99	                49	                   0	
      4669713	         -1	          0	    5600	    11	       100	                49	                   0	
      4669813	         -1	          0	    5700	    11	        99	                49	                   0	
      4669913	         -1	          0	    5800	    11	        99	                50	                   0	
      4670013	         -1	          0	    5900	    11	        99	                50	                   0	
      4670113	         -1	          0	    6000	    11	        99	                50	                   0	
      4670213	         -1	          0	    6100	    11	        99	                50	                   0	
      4670313	         -1	          0	    6200	    11	        99	                50	                   0	
      4670413	         -1	          0	    6300	    11	        99	                50	                   0	
      4670513	         -1	          0	    6400	    11	        99	                50	                   0	
      4670613	         -1	          0	    6500	    11	        99	                50	                   0	
      4670713	         -1	          0	    6600	    11	        99	                50	                   0	
      4670813	         -1	          0	    6700	    11	        99	                50	                   0	
      4670913	         -1	          0	    6800	    11	        99	                50	                   0	
      4671013	         -1	          0	    6900	    12	        99	                51	                   0	
      4671113	         -1	          0	    7000	    12	        99	                51	                   0	
      4671213	         -1	          0	    7100	    11	        99	                51	                   0	
      4671313	         -1	          0	    7200	    12	        99	                51	                   0	
      4671413	         -1	          0	    7300	    12	        99	                51	                   0	
      4671513	         -1	          0	    7400	    12	        99	                51	                   0	
      4671613	         -1	          0	    7500	    12	        99	                51	                   0	
      4671713	         -1	          0	    7600	    12	        99	                51	                   0	
      4671813	         -1	          0	    7700	    12	        99	                51	                   0	
      4671913	         -1	          0	    7800	    12	        99	                51	                   0	
      4672013	         -1	          0	    7900	    12	        99	                51	                   0	
      4672113	         -1	          0	    8000	    12	        99	                52	                   0	
      4672213	         -1	          0	    8100	    12	        99	                52	                   0	
      4672312	         -1	          0	    8200	    12	        99	                52	                   0	
      4672413	         -1	          0	    8300	    12	        99	                52	                   0	
      4672512	         -1	          0	    8400	    12	        99	                52	                   0	
      4672613	         -1	          0	    8500	    12	        99	                52	                   0	
      4672712	         -1	          0	    8600	    12	        99	                52	                   0	
      4672812	         -1	          0	    8700	    12	        99	                52	                   0	
      4672912	         -1	          0	    8800	    12	        99	                52	                   0	
      4673012	         -1	          0	    8900	    12	        99	                52	                   0	
      4673112	         -1	          0	    9000	    12	        99	                52	                   0	
      4673212	         -1	          0	    9100	    13	        99	                52	                   0	
      4673312	         -1	          0	    9200	    12	        99	                52	                   0	
      4673412	         -1	          0	    9300	    13	        99	                52	                   0	
      4673512	         -1	          0	    9400	    12	        99	                52	                   0	
      4673612	         -1	          0	    9500	    13	        99	                52	                   0	
      4673712	         -1	          0	    9600	    13	        99	                53	                   0	
      4673812	         -1	          0	    9700	    13	        99	                53	                   0	
      4673912	         -1	          0	    9800	    13	        99	                53	                   0	
      4674006	         -1	          0	    9900	    13	        99	                53	                   0	
      4674106	         -1	          0	   10000	    13	        99	                53	                   0	
      4674206	         -1	          0	   10100	    13	        99	                53	                   0	
      4674306	         -1	          0	   10200	    13	        99	                53	                   0	
      4674406	         -1	          0	   10300	    13	        99	                53	                   0	
      4674506	         -1	          0	   10400	    13	        99	                53	                   0	
      4674606	         -1	          0	   10500	    13	        99	                53	                   0	
      4674706	         -1	          0	   10600	    13	        99	                53	                   0	
      4674806	         -1	          0	   10700	    13	        99	                53	                   0	
      4674906	         -1	          0	   10800	    13	        99	                53	                   0	
      4675006	         -1	          0	   10900	    13	        99	                53	                   0	
      4675106	         -1	          0	   11000	    13	        99	                53	                   0	
      4675206	         -1	          0	   11100	    13	        99	                53	                   0	
      4675306	         -1	          0	   11200	    13	        99	                53	                   0	
      4675406	         -1	          0	   11300	    13	        99	                53	                   0	
      4675506	         -1	          0	   11400	    13	        99	                53	                   0	
      4675606	         -1	          0	   11500	    13	        99	                53	                   0	
      4675706	         -1	          0	   11600	    12	        99	                53	                   0	
      4675806	         -1	          0	   11700	    13	        99	                53	                   0	
      4675906	         -1	          0	   11800	    13	        99	                53	                   0	
      4676006	         -1	          0	   11900	    13	        99	                53	                   0	
      4676106	         -1	          0	   12000	    13	        99	                54	                   0	
      4676206	         -1	          0	   12100	    13	        99	                54	                   0	
      4676306	         -1	          0	   12200	    13	        99	                53	                   0	
      4676406	         -1	          0	   12300	    13	        99	                54	                   0	
      4676506	         -1	          0	   12400	    13	        99	                53	                   0	
      4676606	         -1	          0	   12500	    13	        99	                54	                   0	
      4676706	         -1	          0	   12600	    13	        99	                54	                   0	
      4676806	         -1	          0	   12700	    13	        98	                54	                   0	
