Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
1	1921	13.5276	20.086	12.6289	
1	1938	13.5316	20.0927	12.6306	
1	1954	13.5284	20.0972	12.6287	
1	1971	13.5278	20.0926	12.6291	
1	1988	13.5282	20.0921	12.636	
1	2004	13.5276	20.0953	12.6352	
1	2021	13.5299	20.0991	12.6339	
1	2038	13.5302	20.1011	12.6304	
1	2054	13.5297	20.1048	12.6333	
1	2071	13.527	20.1016	12.6301	
1	2088	13.5321	20.1116	12.6369	
1	2104	13.5284	20.1085	12.637	
1	2121	13.5308	20.1093	12.6371	
1	2138	13.531	20.1127	12.6303	
1	2154	13.5332	20.1093	12.6323	
1	2171	13.5334	20.1099	12.6325	
1	2188	13.533	20.1155	12.6263	
1	2204	13.5386	20.1141	12.6327	
1	2221	13.5375	20.126	12.6281	
1	2238	13.5388	20.1185	12.6289	
1	2254	13.5389	20.1183	12.6256	
1	2271	13.5398	20.1109	12.6307	
1	2288	13.5386	20.1194	12.6208	
1	2304	13.545	20.1171	12.6269	
1	2321	13.5438	20.1157	12.6192	
1	2338	13.549	20.1181	12.6214	
1	2354	13.5516	20.1176	12.6266	
1	2371	13.5506	20.1147	12.6177	
1	2388	13.5543	20.1146	12.6261	
1	2404	13.5568	20.1177	12.6215	
1	2421	13.5605	20.1142	12.6203	
1	2438	13.5619	20.1156	12.6228	
1	2454	13.5614	20.1133	12.6155	
1	2471	13.5656	20.1156	12.6145	
1	2488	13.5642	20.1129	12.6121	
2	4	13.3144	17.4007	12.8662	
2	21	13.3171	17.4053	12.8643	
2	38	13.3135	17.4073	12.8614	
2	54	13.3189	17.411	12.862	
2	71	13.3152	17.4138	12.8607	
2	88	13.3189	17.4184	12.8645	
2	104	13.3185	17.4118	12.8682	
2	121	13.3167	17.4191	12.859	
2	138	13.3114	17.4137	12.8592	
2	154	13.3199	17.418	12.863	
2	171	13.3184	17.4193	12.8612	
2	188	13.3155	17.4208	12.8519	
2	204	13.3201	17.4232	12.8594	
2	221	13.3218	17.4314	12.856	
2	238	13.3201	17.4276	12.8568	
2	254	13.3242	17.4321	12.8555	
2	271	13.3271	17.4334	12.8533	
2	288	13.3206	17.437	12.8484	
2	304	13.3247	17.4359	12.8486	
2	321	13.3253	17.4407	12.8462	
2	338	13.3273	17.4468	12.8472	
2	354	13.3277	17.4494	12.8429	
2	371	13.3318	17.4465	12.8496	
2	388	13.3337	17.4516	12.8468	
2	404	13.3334	17.453	12.8432	
2	421	13.3301	17.4547	12.8441	
2	438	13.334	17.4567	12.8443	
2	454	13.3321	17.4627	12.8443	
2	471	13.3349	17.4623	12.8391	
2	488	13.3369	17.4594	12.8461	
2	504	13.3359	17.4649	12.8395	
2	521	13.3383	17.464	12.8353	
2	538	13.3387	17.4722	12.8451	
2	554	13.3395	17.4636	12.837	
2	571	13.3365	17.4613	12.8388	
2	588	13.338	17.4647	12.8325	
2	604	13.3411	17.4627	12.8414	
2	621	13.3401	17.4637	12.8384	
2	638	13.3425	17.4664	12.8447	
2	654	13.3427	17.4674	12.8405	
2	671	13.3388	17.4593	12.8379	
2	688	13.343	17.4594	12.8407	
2	704	13.3435	17.4618	12.8496	
2	721	13.3406	17.4638	12.8462	
2	738	13.343	17.4663	12.8462	
2	754	13.343	17.4628	12.8498	
2	771	13.3442	17.4536	12.8546	
2	788	13.3416	17.46	12.8576	
2	804	13.3431	17.4612	12.8585	
2	821	13.3415	17.4519	12.866	
2	838	13.346	17.4495	12.8631	
2	854	13.343	17.452	12.8669	
2	871	13.3441	17.4515	12.8713	
2	888	13.3454	17.45	12.8855	
2	904	13.3452	17.4482	12.8831	
2	921	13.3431	17.4434	12.879	
2	938	13.3468	17.4468	12.8895	
2	954	13.3467	17.4419	12.8966	
2	971	13.3454	17.443	12.8958	
2	988	13.348	17.4481	12.902	
2	1004	13.3426	17.4398	12.8962	
2	1021	13.3477	17.4409	12.9131	
2	1038	13.3454	17.4393	12.915	
2	1054	13.3473	17.4389	12.9143	
2	1071	13.3463	17.4284	12.9191	
2	1088	13.3472	17.4327	12.9179	
2	1104	13.3443	17.4271	12.9207	
2	1121	13.352	17.4313	12.9299	
2	1138	13.3473	17.4296	12.9345	
2	1154	13.3491	17.4341	12.9326	
2	1171	13.3503	17.4277	12.9357	
2	1188	13.3514	17.4301	12.9432	
2	1204	13.3518	17.4253	12.9398	
2	1221	13.35	17.4252	12.9361	
2	1238	13.3556	17.4248	12.9433	
2	1254	13.3498	17.4234	12.9423	
2	1271	13.3529	17.4179	12.9476	
2	1288	13.3543	17.424	12.9475	
2	1304	13.3565	17.4203	12.9517	
2	1321	13.3513	17.4219	12.9434	
2	1338	13.3535	17.417	12.9423	
2	1354	13.3528	17.4157	12.9382	
2	1371	13.3542	17.4157	12.9412	
2	1388	13.3533	17.4098	12.9467	
2	1404	13.3551	17.4123	12.9407	
2	1421	13.3544	17.4149	12.9426	
2	1438	13.3544	17.4101	12.9395	
2	1454	13.357	17.4083	12.945	
2	1471	13.3561	17.4052	12.9407	
2	1488	13.3543	17.4086	12.9313	
2	1504	13.3572	17.4099	12.9388	
2	1521	13.3553	17.4086	12.9343	
2	1538	13.356	17.4067	12.9379	
2	1554	13.3526	17.4043	12.9327	
2	1571	13.3562	17.4036	12.9419	
2	1588	13.3561	17.4089	12.9448	
2	1604	13.3554	17.4064	12.9436	
2	1621	13.3576	17.4035	12.9411	
2	1638	13.3537	17.4033	12.9397	
2	1654	13.3513	17.4036	12.9339	
2	1671	13.3534	17.3975	12.9402	
2	1688	13.3547	17.4035	12.9474	
2	1704	13.3534	17.4039	12.9364	
2	1721	13.3538	17.4027	12.9389	
2	1738	13.3527	17.3984	12.9474	
2	1754	13.3518	17.3998	12.9401	
2	1771	13.3515	17.4038	12.9411	
2	1788	13.3529	17.4064	12.948	
2	1804	13.3535	17.3995	12.9503	
2	1821	13.3509	17.4063	12.946	
2	1838	13.3483	17.4061	12.9534	
2	1854	13.349	17.4042	12.9527	
2	1871	13.3507	17.4114	12.9553	
2	1888	13.3461	17.4059	12.9481	
2	1904	13.3452	17.4133	12.9515	
2	1921	13.3451	17.4118	12.9536	
2	1938	13.349	17.4185	12.9554	
2	1954	13.3458	17.423	12.9536	
2	1971	13.3452	17.4185	12.9538	
2	1988	13.3456	17.4179	12.9607	
2	2004	13.345	17.4211	12.9599	
2	2021	13.3473	17.4249	12.9588	
2	2038	13.3476	17.4269	12.9552	
2	2054	13.3472	17.4306	12.9581	
2	2071	13.3444	17.4274	12.9549	
2	2088	13.3495	17.4374	12.9618	
2	2104	13.3459	17.4343	12.9617	
2	2121	13.3482	17.4351	12.9619	
2	2138	13.3484	17.4385	12.955	
2	2154	13.3507	17.4351	12.957	
2	2171	13.3509	17.4357	12.9572	
2	2188	13.3505	17.4413	12.951	
2	2204	13.3561	17.4399	12.9574	
2	2221	13.3551	17.4518	12.9529	
2	2238	13.3564	17.4443	12.9535	
2	2254	13.3565	17.4441	12.9502	
2	2271	13.3575	17.4367	12.9553	
2	2288	13.3563	17.4452	12.9455	
2	2304	13.3628	17.4429	12.9515	
2	2321	13.3615	17.4415	12.9438	
2	2338	13.3669	17.4439	12.9459	
2	2354	13.3695	17.4434	12.9511	
2	2371	13.3684	17.4404	12.9421	
2	2388	13.3724	17.4403	12.9504	
2	2404	13.3748	17.4435	12.9458	
2	2421	13.3786	17.44	12.9445	
2	2438	13.3801	17.4413	12.947	
2	2454	13.3797	17.439	12.9396	
2	2471	13.3839	17.4413	12.9386	
2	2488	13.3824	17.4386	12.9362	
3	4	12.9262	11.7056	13.5577	
3	21	12.9288	11.7103	13.5559	
3	38	12.9251	11.7123	13.5529	
3	54	12.9305	11.716	13.5537	
3	71	12.9268	11.7188	13.5524	
3	88	12.9304	11.7234	13.5562	
3	104	12.93	11.7168	13.5596	
3	121	12.9282	11.7241	13.5505	
3	138	12.9229	11.7186	13.5504	
3	154	12.9313	11.723	13.5543	
3	171	12.9297	11.7243	13.5525	
3	188	12.9269	11.7257	13.5433	
3	204	12.9314	11.7281	13.5507	
3	221	12.933	11.7364	13.5474	
3	238	12.9314	11.7326	13.5481	
3	254	12.9356	11.737	13.5468	
3	271	12.9387	11.7383	13.5445	
3	288	12.9321	11.742	13.5397	
3	304	12.9362	11.7408	13.5398	
3	321	12.9368	11.7456	13.5373	
3	338	12.9389	11.7517	13.5386	
3	354	12.9393	11.7543	13.5342	
3	371	12.9435	11.7514	13.5406	
3	388	12.9454	11.7565	13.538	
3	404	12.9453	11.7579	13.5343	
3	421	12.9419	11.7596	13.5352	
3	438	12.9458	11.7616	13.5355	
3	454	12.9438	11.7677	13.5357	
3	471	12.9467	11.7672	13.5303	
3	488	12.9488	11.7643	13.5372	
3	504	12.9477	11.7698	13.5307	
3	521	12.9502	11.7689	13.5264	
3	538	12.9505	11.7772	13.5364	
3	554	12.9515	11.7685	13.5279	
3	571	12.9486	11.7661	13.5297	
3	588	12.95	11.7696	13.5235	
3	604	12.9533	11.7676	13.5323	
3	621	12.9522	11.7685	13.5294	
3	638	12.9548	11.7712	13.5356	
3	654	12.9548	11.7722	13.5316	
3	671	12.9508	11.7641	13.5287	
3	688	12.9551	11.7642	13.5315	
3	704	12.9558	11.7666	13.5406	
3	721	12.9526	11.7687	13.5373	
3	738	12.955	11.7712	13.5373	
3	754	12.955	11.7677	13.5409	
3	771	12.9562	11.7585	13.5454	
3	788	12.9538	11.7648	13.5485	
3	804	12.9552	11.7661	13.5495	
3	821	12.9535	11.7568	13.5569	
3	838	12.958	11.7543	13.5538	
3	854	12.9549	11.7569	13.5579	
3	871	12.9561	11.7563	13.5622	
3	888	12.9572	11.7549	13.5765	
3	904	12.9571	11.7531	13.5741	
3	921	12.955	11.7483	13.57	
3	938	12.9586	11.7517	13.5806	
3	954	12.9586	11.7468	13.5876	
3	971	12.957	11.7479	13.587	
3	988	12.9598	11.753	13.5934	
3	1004	12.9542	11.7447	13.5874	
3	1021	12.9595	11.7458	13.6044	
3	1038	12.9572	11.7442	13.6063	
3	1054	12.9589	11.7439	13.6058	
3	1071	12.958	11.7333	13.6102	
3	1088	12.9588	11.7376	13.6093	
3	1104	12.9559	11.7321	13.6119	
3	1121	12.9637	11.7362	13.6214	
3	1138	12.9589	11.7345	13.6261	
3	1154	12.9607	11.7391	13.6245	
3	1171	12.962	11.7327	13.6274	
3	1188	12.963	11.735	13.6349	
3	1204	12.9635	11.7303	13.6315	
3	1221	12.9617	11.7301	13.6278	
3	1238	12.9673	11.7298	13.635	
3	1254	12.9614	11.7284	13.6343	
3	1271	12.9647	11.7228	13.6393	
3	1288	12.9659	11.729	13.6394	
3	1304	12.9683	11.7252	13.6435	
3	1321	12.963	11.7269	13.6353	
3	1338	12.9652	11.722	13.6342	
3	1354	12.9645	11.7207	13.6302	
3	1371	12.9661	11.7207	13.6332	
3	1388	12.965	11.7148	13.6386	
3	1404	12.9668	11.7173	13.6325	
3	1421	12.966	11.7199	13.6348	
3	1438	12.966	11.7152	13.6316	
3	1454	12.9687	11.7133	13.637	
3	1471	12.9679	11.7102	13.6326	
3	1488	12.966	11.7137	13.6232	
3	1504	12.9691	11.7149	13.6309	
3	1521	12.9671	11.7136	13.6263	
3	1538	12.9678	11.7117	13.6299	
3	1554	12.9643	11.7093	13.6247	
3	1571	12.968	11.7086	13.6338	
3	1588	12.968	11.7139	13.6368	
3	1604	12.9672	11.7114	13.6354	
3	1621	12.9693	11.7086	13.633	
3	1638	12.9655	11.7083	13.6315	
3	1654	12.9628	11.7086	13.6257	
3	1671	12.9651	11.7024	13.6317	
3	1688	12.9664	11.7085	13.6392	
3	1704	12.965	11.7088	13.6281	
3	1721	12.9654	11.7077	13.6306	
3	1738	12.9644	11.7033	13.6389	
3	1754	12.9635	11.7047	13.6316	
3	1771	12.963	11.7088	13.6327	
3	1788	12.9644	11.7114	13.6396	
3	1804	12.9651	11.7044	13.6417	
3	1821	12.9624	11.7113	13.6377	
3	1838	12.9597	11.711	13.645	
3	1854	12.9602	11.7092	13.6443	
3	1871	12.962	11.7164	13.6471	
3	1888	12.9573	11.7109	13.6397	
3	1904	12.9564	11.7183	13.6432	
3	1921	12.9563	11.7168	13.6451	
3	1938	12.9601	11.7235	13.6472	
3	1954	12.957	11.728	13.6453	
3	1971	12.9564	11.7235	13.6454	
3	1988	12.9567	11.7229	13.6523	
3	2004	12.9561	11.7261	13.6515	
3	2021	12.9584	11.73	13.6505	
3	2038	12.9587	11.7319	13.6467	
3	2054	12.9584	11.7356	13.6499	
3	2071	12.9555	11.7324	13.6464	
3	2088	12.9607	11.7424	13.6535	
3	2104	12.9572	11.7393	13.6533	
3	2121	12.9595	11.7401	13.6537	
3	2138	12.9597	11.7435	13.6466	
3	2154	12.9618	11.7401	13.6485	
3	2171	12.9622	11.7407	13.6486	
3	2188	12.962	11.7463	13.6426	
3	2204	12.9675	11.7449	13.6487	
3	2221	12.9666	11.7568	13.6446	
3	2238	12.968	11.7492	13.645	
3	2254	12.968	11.7491	13.6416	
3	2271	12.9692	11.7416	13.6465	
3	2288	12.9681	11.7501	13.6368	
3	2304	12.9747	11.7478	13.6427	
3	2321	12.9734	11.7464	13.635	
3	2338	12.9791	11.7488	13.6369	
3	2354	12.9817	11.7483	13.6421	
3	2371	12.9805	11.7453	13.6328	
3	2388	12.9848	11.7451	13.6411	
3	2404	12.9872	11.7483	13.6366	
3	2421	12.9912	11.7447	13.6351	
3	2438	12.9928	11.7461	13.6375	
3	2454	12.9925	11.7438	13.6299	
3	2471	12.997	11.746	13.6289	
3	2488	12.9953	11.7434	13.6265	
4	4	12.7911	9.72475	13.7983	
4	21	12.7937	9.72941	13.7965	
4	38	12.79	9.73142	13.7935	
4	54	12.7954	9.73514	13.7942	
4	71	12.7916	9.73796	13.793	
4	88	12.7953	9.74251	13.7969	
4	104	12.7948	9.73592	13.8002	
4	121	12.7931	9.74322	13.7911	
4	138	12.7877	9.73772	13.7908	
4	154	12.7961	9.7421	13.7948	
4	171	12.7945	9.74342	13.7929	
4	188	12.7917	9.74483	13.7837	
4	204	12.7961	9.74726	13.7911	
4	221	12.7978	9.75548	13.7879	
4	238	12.7963	9.75169	13.7885	
4	254	12.8005	9.75614	13.7872	
4	271	12.8036	9.7574	13.7849	
4	288	12.797	9.76109	13.7801	
4	304	12.8011	9.75992	13.7802	
4	321	12.8017	9.76472	13.7777	
4	338	12.8038	9.77082	13.779	
4	354	12.8042	9.77341	13.7747	
4	371	12.8085	9.77045	13.781	
4	388	12.8104	9.77565	13.7784	
4	404	12.8103	9.77703	13.7747	
4	421	12.8069	9.77866	13.7755	
4	438	12.8108	9.7807	13.7759	
4	454	12.8088	9.78676	13.7761	
4	471	12.8117	9.78627	13.7708	
4	488	12.8139	9.78339	13.7775	
4	504	12.8127	9.78886	13.771	
4	521	12.8152	9.78798	13.7668	
4	538	12.8156	9.79625	13.7769	
4	554	12.8166	9.78756	13.7683	
4	571	12.8137	9.78523	13.77	
4	588	12.815	9.78866	13.7639	
4	604	12.8184	9.78665	13.7727	
4	621	12.8173	9.78763	13.7697	
4	638	12.8199	9.79027	13.7759	
4	654	12.8199	9.79132	13.772	
4	671	12.8159	9.78322	13.769	
4	688	12.8202	9.7833	13.7717	
4	704	12.8209	9.78569	13.7809	
4	721	12.8177	9.78775	13.7777	
4	738	12.8201	9.79024	13.7777	
4	754	12.8201	9.78679	13.7813	
4	771	12.8212	9.77757	13.7857	
4	788	12.8189	9.78387	13.7888	
4	804	12.8202	9.78518	13.7898	
4	821	12.8185	9.77585	13.7971	
4	838	12.8231	9.77341	13.7941	
4	854	12.8199	9.77597	13.7982	
4	871	12.8212	9.77541	13.8025	
4	888	12.8222	9.77399	13.8168	
4	904	12.8221	9.77221	13.8145	
4	921	12.82	9.76735	13.8104	
4	938	12.8236	9.77085	13.821	
4	954	12.8237	9.76585	13.8279	
4	971	12.8219	9.76703	13.8275	
4	988	12.8247	9.77211	13.8338	
4	1004	12.8191	9.7638	13.8278	
4	1021	12.8244	9.76492	13.8449	
4	1038	12.8221	9.76333	13.8468	
4	1054	12.8238	9.76297	13.8463	
4	1071	12.8229	9.75242	13.8506	
4	1088	12.8237	9.75675	13.8498	
4	1104	12.8209	9.75116	13.8524	
4	1121	12.8287	9.75532	13.8619	
4	1138	12.8238	9.75365	13.8666	
4	1154	12.8257	9.75819	13.8652	
4	1171	12.8269	9.75183	13.868	
4	1188	12.8279	9.75418	13.8755	
4	1204	12.8284	9.7494	13.8721	
4	1221	12.8267	9.74926	13.8684	
4	1238	12.8323	9.74889	13.8756	
4	1254	12.8263	9.74757	13.8749	
4	1271	12.8297	9.74194	13.8799	
4	1288	12.8309	9.74816	13.88	
4	1304	12.8333	9.74437	13.8841	
4	1321	12.8279	9.74602	13.876	
4	1338	12.8302	9.74116	13.8749	
4	1354	12.8294	9.73984	13.8709	
4	1371	12.831	9.73985	13.8739	
4	1388	12.8299	9.7339	13.8792	
4	1404	12.8317	9.73645	13.8732	
4	1421	12.831	9.73905	13.8756	
4	1438	12.831	9.7343	13.8723	
4	1454	12.8337	9.73241	13.8776	
4	1471	12.8328	9.72935	13.8732	
4	1488	12.831	9.73279	13.8639	
4	1504	12.8341	9.73399	13.8716	
4	1521	12.8321	9.73271	13.867	
4	1538	12.8328	9.73082	13.8706	
4	1554	12.8293	9.72848	13.8653	
4	1571	12.833	9.72771	13.8744	
4	1588	12.833	9.73299	13.8775	
4	1604	12.8321	9.73049	13.876	
4	1621	12.8343	9.72769	13.8737	
4	1638	12.8305	9.72743	13.8721	
4	1654	12.8277	9.72775	13.8664	
4	1671	12.8301	9.72153	13.8723	
4	1688	12.8313	9.72758	13.8799	
4	1704	12.83	9.72797	13.8687	
4	1721	12.8303	9.7268	13.8712	
4	1738	12.8293	9.72244	13.8795	
4	1754	12.8284	9.72385	13.8722	
4	1771	12.8278	9.72792	13.8733	
4	1788	12.8293	9.73049	13.8802	
4	1804	12.83	9.72354	13.8822	
4	1821	12.8273	9.7304	13.8783	
4	1838	12.8245	9.73017	13.8855	
4	1854	12.825	9.72832	13.8849	
4	1871	12.8268	9.73556	13.8877	
4	1888	12.8221	9.73005	13.8802	
4	1904	12.8211	9.73741	13.8838	
4	1921	12.8211	9.73594	13.8856	
4	1938	12.8249	9.74266	13.8878	
4	1954	12.8218	9.74719	13.886	
4	1971	12.8211	9.74261	13.886	
4	1988	12.8214	9.74206	13.8929	
4	2004	12.8208	9.74525	13.8921	
4	2021	12.8231	9.7491	13.8911	
4	2038	12.8234	9.75104	13.8872	
4	2054	12.8231	9.75477	13.8905	
4	2071	12.8202	9.75151	13.887	
4	2088	12.8254	9.76157	13.8941	
4	2104	12.822	9.7584	13.8939	
4	2121	12.8243	9.75928	13.8943	
4	2138	12.8244	9.76261	13.8872	
4	2154	12.8266	9.75922	13.889	
4	2171	12.827	9.75984	13.8891	
4	2188	12.8269	9.76541	13.8831	
4	2204	12.8323	9.764	13.8892	
4	2221	12.8315	9.77597	13.8852	
4	2238	12.8329	9.76833	13.8855	
4	2254	12.8329	9.76816	13.8821	
4	2271	12.8342	9.76068	13.8869	
4	2288	12.8331	9.76925	13.8773	
4	2304	12.8397	9.76689	13.8831	
4	2321	12.8384	9.76554	13.8754	
4	2338	12.8442	9.76785	13.8773	
4	2354	12.8468	9.76733	13.8824	
4	2371	12.8456	9.76432	13.873	
4	2388	12.85	9.76417	13.8813	
4	2404	12.8523	9.76736	13.8768	
4	2421	12.8565	9.76379	13.8753	
4	2438	12.8581	9.76514	13.8777	
4	2454	12.8579	9.76279	13.87	
4	2471	12.8624	9.76501	13.869	
4	2488	12.8607	9.76239	13.8666	

